,試合日,節,大会,ホーム,スコア,アウェイ,スタジアム
6322,20190622,１９,Ｊ２,水戸,1-1,横浜FC,Ｋｓスタ
6323,20190629,２０,Ｊ２,京都,2-2,水戸,西京極
6324,20190707,２１,Ｊ２,金沢,2-2,水戸,石川西部
6325,20190713,２２,Ｊ２,水戸,2-1,長崎,Ｋｓスタ
6326,20190721,２３,Ｊ２,水戸,3-1,琉球,Ｋｓスタ
6327,20190727,２４,Ｊ２,福岡,1-1,水戸,レベスタ
6328,20190731,２５,Ｊ２,水戸,1-1,甲府,Ｋｓスタ
6329,20190804,２６,Ｊ２,山口,1-0,水戸,みらスタ
6330,20190810,２７,Ｊ２,横浜FC,0-0,水戸,ニッパツ
6331,20190817,２８,Ｊ２,水戸,3-0,京都,Ｋｓスタ
6332,20190824,２９,Ｊ２,水戸,1-2,東京Ｖ,Ｋｓスタ
6333,20190901,３０,Ｊ２,栃木,0-3,水戸,栃木グ
6334,20190908,３１,Ｊ２,水戸,3-1,金沢,Ｋｓスタ
6335,20190914,３２,Ｊ２,千葉,2-1,水戸,フクアリ
6336,20190922,３３,Ｊ２,水戸,1-0,岐阜,Ｋｓスタ
6337,20190928,３４,Ｊ２,新潟,3-0,水戸,デンカＳ
6338,20191006,３５,Ｊ２,水戸,2-3,大宮,Ｋｓスタ
6339,20191014,３６,Ｊ２,柏,2-3,水戸,三協Ｆ柏
6340,20191020,３７,Ｊ２,水戸,1-1,町田,Ｋｓスタ
6341,20191027,３８,Ｊ２,徳島,2-1,水戸,鳴門大塚
6343,20191110,４０,Ｊ２,水戸,2-0,愛媛,Ｋｓスタ
6344,20191116,４１,Ｊ２,鹿児島,1-0,水戸,白波スタ
6345,20191124,４２,Ｊ２,水戸,1-0,岡山,Ｋｓスタ
6346,20200223,１,Ｊ２,水戸,1-2,大宮,Ｋｓスタ
6347,20200627,２,Ｊ２,群馬,1-3,水戸,正田スタ
6348,20200704,３,Ｊ２,水戸,0-3,千葉,Ｋｓスタ
6350,20200715,５,Ｊ２,水戸,2-2,松本,Ｋｓスタ
6351,20200719,６,Ｊ２,水戸,4-0,町田,Ｋｓスタ
6352,20200725,７,Ｊ２,新潟,1-0,水戸,デンカＳ
6353,20200729,８,Ｊ２,水戸,2-2,甲府,Ｋｓスタ
6354,20200802,９,Ｊ２,水戸,3-2,金沢,Ｋｓスタ
6355,20200808,１０,Ｊ２,岡山,3-1,水戸,Ｃスタ
6356,20200812,１１,Ｊ２,京都,2-2,水戸,サンガＳ
6357,20200816,１２,Ｊ２,水戸,0-2,東京Ｖ,Ｋｓスタ
6358,20200819,１３,Ｊ２,福岡,0-1,水戸,ベススタ
6359,20200823,１４,Ｊ２,水戸,2-3,長崎,Ｋｓスタ
6360,20200829,１５,Ｊ２,水戸,0-0,愛媛,Ｋｓスタ
6361,20200902,１６,Ｊ２,徳島,1-2,水戸,鳴門大塚
6362,20200906,１７,Ｊ２,水戸,1-2,栃木,Ｋｓスタ
6363,20200909,１８,Ｊ２,磐田,0-0,水戸,ヤマハ
6364,20200913,１９,Ｊ２,水戸,4-2,山口,Ｋｓスタ
6365,20200919,２０,Ｊ２,琉球,3-2,水戸,タピスタ
6366,20200923,２１,Ｊ２,北九州,0-3,水戸,ミクスタ
6367,20200927,２２,Ｊ２,水戸,3-1,群馬,Ｋｓスタ
6368,20200930,２３,Ｊ２,大宮,2-1,水戸,ＮＡＣＫ
6369,20201004,２４,Ｊ２,水戸,0-0,岡山,Ｋｓスタ
6370,20201010,２５,Ｊ２,千葉,1-5,水戸,フクアリ
6371,20201014,２６,Ｊ２,松本,2-2,水戸,サンアル
6372,20201018,２７,Ｊ２,水戸,1-3,新潟,Ｋｓスタ
6374,20201025,２９,Ｊ２,山口,1-4,水戸,みらスタ
6375,20201101,３０,Ｊ２,長崎,4-1,水戸,トラスタ
6376,20201104,３１,Ｊ２,水戸,0-1,福岡,Ｋｓスタ
6377,20201108,３２,Ｊ２,金沢,2-4,水戸,石川西部
6378,20201111,３３,Ｊ２,甲府,2-0,水戸,中銀スタ
6379,20201115,３４,Ｊ２,水戸,2-1,京都,Ｋｓスタ
6380,20201121,３５,Ｊ２,栃木,1-3,水戸,栃木グ
6381,20201125,３６,Ｊ２,水戸,2-2,北九州,Ｋｓスタ
6382,20201129,３７,Ｊ２,愛媛,2-1,水戸,ニンスタ
6383,20201202,３８,Ｊ２,水戸,2-1,磐田,Ｋｓスタ
6384,20201206,３９,Ｊ２,水戸,1-0,徳島,Ｋｓスタ
6385,20201213,４０,Ｊ２,町田,1-0,水戸,Ｇスタ
6386,20201216,４１,Ｊ２,水戸,0-2,琉球,Ｋｓスタ
6387,20201220,４２,Ｊ２,東京Ｖ,0-1,水戸,味スタ
6388,20210228,１,Ｊ２,水戸,1-2,大宮,Ｋｓスタ
6389,20210306,２,Ｊ２,北九州,1-2,水戸,ミクスタ
6390,20210313,３,Ｊ２,磐田,3-2,水戸,ヤマハ
6391,20210321,４,Ｊ２,水戸,3-0,町田,Ｋｓスタ
6392,20210322,１,Ｊエリートリーグ グループＡ,清水,1-0,水戸,三保Ｇ
6393,20210328,５,Ｊ２,水戸,3-0,松本,Ｋｓスタ
6394,20210404,６,Ｊ２,東京Ｖ,vs,水戸,味スタ
6395,20210411,７,Ｊ２,水戸,vs,琉球,Ｋｓスタ
6396,20210412,２,Ｊエリートリーグ グループＡ,水戸,vs,浦和,城里
6397,20210417,８,Ｊ２,岡山,vs,水戸,Ｃスタ
6398,20210421,９,Ｊ２,水戸,vs,千葉,Ｋｓスタ
6400,20210502,１１,Ｊ２,水戸,vs,長崎,Ｋｓスタ
6401,20210505,１２,Ｊ２,金沢,vs,水戸,石川西部
6402,20210509,１３,Ｊ２,水戸,vs,栃木,Ｋｓスタ
6403,20210516,１４,Ｊ２,京都,vs,水戸,サンガＳ
6404,20210523,１５,Ｊ２,水戸,vs,甲府,Ｋｓスタ
6405,20210530,１６,Ｊ２,愛媛,vs,水戸,ニンスタ
6406,20210604,１７,Ｊ２,群馬,vs,水戸,正田スタ
6407,20210613,１８,Ｊ２,水戸,vs,相模原,Ｋｓスタ
6409,20210626,２０,Ｊ２,新潟,vs,水戸,デンカＳ
6410,20210703,２１,Ｊ２,水戸,vs,山口,Ｋｓスタ
6411,20210711,２２,Ｊ２,町田,vs,水戸,Ｇスタ
6412,20210717,２３,Ｊ２,松本,vs,水戸,サンアル
6413,20210809,２４,Ｊ２,水戸,vs,東京Ｖ,Ｋｓスタ
6414,20210814,２５,Ｊ２,琉球,vs,水戸,タピスタ
6415,20210822,２６,Ｊ２,水戸,vs,京都,Ｋｓスタ
6416,20210828,２７,Ｊ２,水戸,vs,新潟,Ｋｓスタ
6419,20210918,３０,Ｊ２,栃木,vs,水戸,カンセキ
6420,20210926,３１,Ｊ２,水戸,vs,金沢,Ｋｓスタ
6421,20211003,３２,Ｊ２,相模原,vs,水戸,ギオンス
6422,20211010,３３,Ｊ２,水戸,vs,群馬,Ｋｓスタ
6423,20211017,３４,Ｊ２,山口,vs,水戸,ＳＶ下関
6424,20211024,３５,Ｊ２,水戸,vs,岡山,Ｋｓスタ
6425,20211030,３６,Ｊ２,長崎,vs,水戸,トラスタ
6426,20211103,３７,Ｊ２,水戸,vs,北九州,Ｋｓスタ
6427,20211107,３８,Ｊ２,千葉,vs,水戸,フクアリ
6428,20211114,３９,Ｊ２,水戸,vs,磐田,Ｋｓスタ
6429,20211121,４０,Ｊ２,大宮,vs,水戸,ＮＡＣＫ
6430,20211128,４１,Ｊ２,水戸,vs,愛媛,Ｋｓスタ
6431,20211205,４２,Ｊ２,甲府,vs,水戸,ＪＩＴス
6432,未定,３,Ｊエリートリーグ グループＡ,名古屋,vs,水戸,●未定●
6434,未定,５,Ｊエリートリーグ グループＡ,横浜FM,vs,水戸,●未定●
6435,未定,６,Ｊエリートリーグ グループＡ,水戸,vs,名古屋,●未定●
6436,未定,７,Ｊエリートリーグ グループＡ,浦和,vs,水戸,●未定●
6438,未定,９,Ｊエリートリーグ グループＡ,水戸,vs,横浜FM,●未定●
6439,未定,１０,Ｊエリートリーグ グループＡ,水戸,vs,清水,●未定●
6440,20090308,１,Ｊ２,栃木,0-1,岐阜,栃木グ
6441,20090315,２,Ｊ２,栃木,0-1,湘南,栃木グ
6442,20090322,３,Ｊ２,Ｃ大阪,1-0,栃木,長居
6443,20090325,４,Ｊ２,栃木,0-2,福岡,国立
6444,20090329,５,Ｊ２,東京Ｖ,1-0,栃木,国立
6445,20090405,６,Ｊ２,栃木,1-0,岡山,栃木グ
6446,20090411,７,Ｊ２,愛媛,0-0,栃木,ニンスタ
6447,20090415,８,Ｊ２,栃木,0-0,徳島,西が丘
6449,20090426,１０,Ｊ２,栃木,3-3,甲府,栃木グ
6450,20090429,１１,Ｊ２,鳥栖,2-2,栃木,ベアスタ
6451,20090502,１２,Ｊ２,栃木,0-4,富山,栃木グ
6453,20090510,１４,Ｊ２,横浜FC,1-2,栃木,ニッパ球
6454,20090517,１５,Ｊ２,栃木,1-1,熊本,栃木グ
6455,20090520,１６,Ｊ２,草津,0-1,栃木,正田スタ
6457,20090528,１８,Ｊ２,富山,0-1,栃木,富山
6459,20090607,２０,Ｊ２,徳島,2-1,栃木,鳴門大塚
6460,20090614,２１,Ｊ２,栃木,0-5,鳥栖,栃木グ
6461,20090621,２２,Ｊ２,熊本,2-0,栃木,水前寺
6463,20090628,２４,Ｊ２,湘南,1-1,栃木,平塚
6464,20090705,２５,Ｊ２,甲府,1-1,栃木,小瀬
6465,20090708,２６,Ｊ２,栃木,1-3,Ｃ大阪,栃木グ
6466,20090711,２７,Ｊ２,福岡,1-0,栃木,レベスタ
6467,20090719,２８,Ｊ２,栃木,0-3,東京Ｖ,栃木グ
6468,20090722,２９,Ｊ２,岡山,2-0,栃木,岡山
6469,20090725,３０,Ｊ２,栃木,0-0,草津,栃木グ
6471,20090805,３２,Ｊ２,岐阜,1-1,栃木,長良川
6472,20090815,３４,Ｊ２,栃木,1-2,愛媛,栃木グ
6473,20090823,３５,Ｊ２,福岡,3-1,栃木,レベスタ
6474,20090829,３６,Ｊ２,栃木,0-2,鳥栖,栃木グ
6475,20090902,３７,Ｊ２,湘南,1-1,栃木,平塚
6476,20090906,３８,Ｊ２,栃木,1-1,富山,栃木グ
6477,20090910,３３,Ｊ２,栃木,1-0,横浜FC,栃木グ
6480,20090923,４１,Ｊ２,栃木,2-1,岐阜,栃木グ
6481,20090927,４２,Ｊ２,Ｃ大阪,1-0,栃木,長居
6482,20091003,４３,Ｊ２,栃木,1-1,愛媛,足利陸
6483,20091007,４４,Ｊ２,岡山,0-1,栃木,とりスタ
6484,20091018,４５,Ｊ２,栃木,1-2,甲府,栃木グ
6486,20091024,４７,Ｊ２,栃木,0-0,徳島,栃木グ
6487,20091108,４８,Ｊ２,栃木,0-2,熊本,栃木グ
6488,20091122,４９,Ｊ２,横浜FC,1-0,栃木,駒沢
6489,20091129,５０,Ｊ２,栃木,2-3,東京Ｖ,栃木グ
6490,20091205,５１,Ｊ２,草津,3-2,栃木,正田スタ
6492,20100314,２,Ｊ２,栃木,0-0,柏,栃木グ
6494,20100328,４,Ｊ２,大分,1-4,栃木,大銀ド
6495,20100404,５,Ｊ２,岡山,1-2,栃木,カンスタ
6496,20100411,６,Ｊ２,栃木,0-0,草津,栃木グ
6497,20100418,７,Ｊ２,北九州,1-1,栃木,本城
6498,20100429,９,Ｊ２,栃木,2-2,千葉,栃木グ
6499,20100502,１０,Ｊ２,栃木,2-0,徳島,栃木グ
6500,20100505,１１,Ｊ２,愛媛,0-0,栃木,ニンスタ
6501,20100509,１２,Ｊ２,横浜FC,0-2,栃木,ニッパ球
6502,20100516,１３,Ｊ２,栃木,1-0,富山,栃木グ
6503,20100522,１４,Ｊ２,熊本,0-2,栃木,水前寺
6504,20100530,１５,Ｊ２,栃木,2-0,岐阜,栃木グ
6505,20100606,１６,Ｊ２,栃木,1-2,福岡,栃木グ
6506,20100612,１７,Ｊ２,鳥栖,3-1,栃木,ベアスタ
6507,20100718,１８,Ｊ２,栃木,0-1,東京Ｖ,栃木グ
6508,20100725,１９,Ｊ２,甲府,4-3,栃木,小瀬
6509,20100731,２０,Ｊ２,栃木,2-1,横浜FC,栃木グ
6510,20100808,２１,Ｊ２,草津,2-1,栃木,正田スタ
6511,20100814,２２,Ｊ２,栃木,2-0,大分,栃木グ
6513,20100828,２４,Ｊ２,栃木,1-2,熊本,栃木グ
6514,20100912,２５,Ｊ２,徳島,4-0,栃木,鳴門大塚
6515,20100918,２６,Ｊ２,東京Ｖ,0-0,栃木,味スタ
6516,20100923,２７,Ｊ２,栃木,1-0,愛媛,栃木グ
6517,20100926,２８,Ｊ２,千葉,2-1,栃木,フクアリ
6518,20101002,２９,Ｊ２,柏,1-1,栃木,柏
6519,20101017,３０,Ｊ２,栃木,2-0,北九州,栃木グ
6520,20101031,３２,Ｊ２,栃木,1-2,岡山,栃木グ
6521,20101106,３３,Ｊ２,福岡,2-3,栃木,レベスタ
6522,20101114,３４,Ｊ２,栃木,0-2,甲府,栃木グ
6523,20101120,３５,Ｊ２,富山,0-3,栃木,富山
6525,20101128,３７,Ｊ２,岐阜,4-2,栃木,長良川球
6526,20101204,３８,Ｊ２,栃木,2-1,鳥栖,栃木グ
6527,20110306,１,Ｊ２,栃木,2-1,草津,栃木グ
6528,20110423,８,Ｊ２,富山,1-3,栃木,富山
6529,20110430,９,Ｊ２,栃木,1-0,京都,栃木グ
6530,20110504,１０,Ｊ２,岡山,2-2,栃木,カンスタ
6531,20110508,１１,Ｊ２,栃木,2-1,横浜FC,栃木グ
6532,20110515,１２,Ｊ２,大分,1-0,栃木,大銀ド
6533,20110522,１３,Ｊ２,栃木,1-2,愛媛,栃木グ
6534,20110528,１４,Ｊ２,徳島,0-4,栃木,鳴門大塚
6536,20110612,１６,Ｊ２,湘南,0-2,栃木,平塚
6537,20110619,１７,Ｊ２,栃木,2-1,北九州,栃木グ
6538,20110626,１８,Ｊ２,千葉,2-2,栃木,フクアリ
