,節,開催日,相手,スコア,HomeAway,会場,天候,指揮官,自チーム,年度,team_id,H_ゴール期待値,H_シュート,H_枠内シュート,H_PKによるシュート,H_パス,H_クロス,H_直接ＦＫ,H_間接ＦＫ,H_ＣＫ,H_スローイン,H_ドリブル,H_タックル,H_クリア,H_インターセプト,H_オフサイド,H_警告,H_退場,H_３０ｍライン進入,H_ペナルティエリア進入,H_攻撃回数,H_チャンス構築率,H_ボール支配率,H_シュート成功率,H_パス成功率,H_クロス成功率,H_スローイン成功率,H_ドリブル成功率,H_タックル成功率,A_ゴール期待値,A_シュート,A_枠内シュート,A_PKによるシュート,A_パス,A_クロス,A_直接ＦＫ,A_間接ＦＫ,A_ＣＫ,A_スローイン,A_ドリブル,A_タックル,A_クリア,A_インターセプト,A_オフサイド,A_警告,A_退場,A_３０ｍライン進入,A_ペナルティエリア進入,A_攻撃回数,A_チャンス構築率,A_ボール支配率,A_シュート成功率,A_パス成功率,A_クロス成功率,A_スローイン成功率,A_ドリブル成功率,A_タックル成功率
2672,11,0823,富山,0-3,H,夢スタ,曇時々晴,リュイス　プラナグマ,ＦＣ今治,2020,imab,0.45,4,0,0,369,11,4,2,7,46,7,20,12,0,3,0,0,19,5,133,3.0%,45.9%,(0.0%),(70.2%),(9.1%),(60.9%),(42.9%),(85.0%),0.791,7,4,0,489,9,13,3,5,21,8,25,29,0,1,1,0,35,7,129,5.4%,54.1%,(42.9%),(77.7%),(33.3%),(95.2%),(12.5%),(80.0%)
2673,12,0829,岩手,1-0,A,いわスタ,晴,リュイス　プラナグマ,ＦＣ今治,2020,imab,0.649,9,0,0,414,13,10,8,2,19,10,14,14,0,1,2,0,32,5,111,8.1%,45.2%,(0.0%),(74.9%),(15.4%),(84.2%),(90.0%),(42.9%),1.935,12,6,1,523,7,10,1,4,21,8,14,15,3,7,3,0,36,6,117,10.3%,54.8%,(8.3%),(81.1%),(57.1%),(85.7%),(37.5%),(78.6%)
2674,13,0902,長野,1-1,H,夢スタ,曇時々晴,リュイス　プラナグマ,ＦＣ今治,2020,imab,0.543,5,2,0,498,12,10,0,4,35,9,14,20,1,2,0,0,30,5,119,4.2%,53.7%,(20.0%),(79.1%),(8.3%),(80.0%),(22.2%),(71.4%),1.313,11,5,0,381,17,12,2,4,33,10,23,24,1,0,2,0,32,11,121,9.1%,46.3%,(9.1%),(76.1%),(17.6%),(75.8%),(60.0%),(65.2%)
2675,14,0906,YS横浜,0-0,A,ニッパツ,晴のち雨一時雷,リュイス　プラナグマ,ＦＣ今治,2020,imab,0.285,4,1,0,367,11,7,3,4,25,15,17,29,0,1,2,0,23,5,109,3.7%,41.1%,(0.0%),(73.8%),(27.3%),(92.0%),(40.0%),(88.2%),1.188,11,2,0,592,23,21,1,2,24,11,22,10,3,3,1,0,49,22,118,9.3%,58.9%,(0.0%),(82.1%),(30.4%),(87.5%),(54.5%),(54.5%)
2676,15,0913,秋田,0-1,H,夢スタ,晴時々曇,リュイス　プラナグマ,ＦＣ今治,2020,imab,1.489,16,5,0,510,23,9,2,10,29,10,8,18,1,1,0,0,43,14,122,13.1%,61.8%,(0.0%),(74.5%),(8.7%),(69.0%),(30.0%),(62.5%),0.859,12,3,0,252,18,7,1,3,23,6,10,56,2,2,1,0,26,9,110,10.9%,38.2%,(8.3%),(56.0%),(5.6%),(78.3%),(50.0%),(80.0%)
2677,16,0919,相模原,1-1,A,ギオンス,曇,リュイス　プラナグマ,ＦＣ今治,2020,imab,2.463,21,7,0,486,16,12,3,6,22,13,16,27,1,2,1,0,45,21,116,18.1%,53.7%,(4.8%),(79.2%),(37.5%),(81.8%),(53.8%),(68.8%),1.304,11,2,0,375,14,9,2,6,23,7,15,20,1,2,3,1,29,6,116,9.5%,46.3%,(9.1%),(72.0%),(21.4%),(65.2%),(42.9%),(66.7%)
2678,17,0922,福島,2-0,A,とうスタ,曇,リュイス　プラナグマ,ＦＣ今治,2020,imab,0.566,7,0,0,544,15,7,3,2,27,4,21,26,0,6,1,0,41,6,115,6.1%,57%,(0.0%),(75.2%),(13.3%),(96.3%),(25.0%),(76.2%),1.542,12,5,0,371,13,11,6,7,27,17,14,23,2,3,1,0,26,9,125,9.6%,43%,(16.7%),(68.2%),(30.8%),(63.0%),(47.1%),(64.3%)
2679,18,0927,鳥取,2-1,H,夢スタ,晴時々曇,リュイス　プラナグマ,ＦＣ今治,2020,imab,0.953,8,3,0,309,9,9,3,5,18,7,15,30,2,0,0,0,20,2,108,7.4%,42.3%,(25.0%),(68.0%),(11.1%),(88.9%),(57.1%),(66.7%),0.934,14,4,0,452,26,12,0,11,20,25,20,17,1,3,0,0,43,17,120,11.7%,57.7%,(7.1%),(71.7%),(23.1%),(100.0%),(56.0%),(85.0%)
2680,19,1002,Ｃ大23,0-0,A,ヤンマー,晴,リュイス　プラナグマ,ＦＣ今治,2020,imab,0.314,4,1,0,385,21,11,9,2,29,6,22,30,3,0,1,0,23,7,134,3.0%,44.6%,(0.0%),(66.2%),(28.6%),(93.1%),(33.3%),(63.6%),1.831,15,1,0,525,19,9,0,5,36,13,19,10,4,9,0,0,34,12,144,10.4%,55.4%,(0.0%),(72.2%),(31.6%),(83.3%),(61.5%),(47.4%)
2681,20,1007,岐阜,2-3,H,夢スタ,晴,リュイス　プラナグマ,ＦＣ今治,2020,imab,2.275,18,8,1,451,13,14,2,8,28,8,12,21,3,1,0,0,38,12,134,13.4%,51.6%,(11.1%),(79.4%),(30.8%),(75.0%),(25.0%),(83.3%),2.721,13,8,0,421,14,6,1,3,25,6,22,19,0,2,1,0,31,10,119,10.9%,48.4%,(23.1%),(72.0%),(42.9%),(96.0%),(33.3%),(68.2%)
2682,21,1011,八戸,1-0,A,プラスタ,雨,リュイス　プラナグマ,ＦＣ今治,2020,imab,0.804,14,4,0,471,13,8,1,3,35,10,13,24,0,0,2,0,38,14,124,11.3%,52.5%,(0.0%),(76.0%),(15.4%),(100.0%),(60.0%),(69.2%),1.685,9,3,1,394,12,13,0,5,35,5,23,24,0,1,3,0,22,7,127,7.1%,47.5%,(11.1%),(70.6%),(25.0%),(71.4%),(40.0%),(65.2%)
2683,22,1018,沼津,0-0,H,夢スタ,晴,リュイス　プラナグマ,ＦＣ今治,2020,imab,1.54,12,5,0,389,12,14,3,3,20,6,10,15,3,0,1,0,19,8,114,10.5%,46.1%,(0.0%),(76.3%),(33.3%),(80.0%),(16.7%),(90.0%),0.745,6,0,0,504,14,13,0,4,14,4,14,22,2,3,3,0,31,7,108,5.6%,53.9%,(0.0%),(78.6%),(14.3%),(92.9%),(50.0%),(85.7%)
2684,23,1025,讃岐,0-2,H,夢スタ,晴,リュイス　プラナグマ,ＦＣ今治,2020,imab,0.649,7,1,0,512,20,14,1,7,21,14,20,11,0,2,2,0,33,6,119,5.9%,59.4%,(0.0%),(76.4%),(15.0%),(81.0%),(21.4%),(55.0%),1.593,13,4,0,376,15,7,2,2,18,7,17,24,0,1,2,0,37,8,105,12.4%,40.6%,(15.4%),(72.9%),(46.7%),(77.8%),(42.9%),(52.9%)
2685,24,1031,鹿児島,1-0,A,白波スタ,晴,リュイス　プラナグマ,ＦＣ今治,2020,imab,1.819,13,1,0,576,29,11,2,9,38,12,17,9,0,3,2,0,58,19,140,9.3%,61.9%,(0.0%),(74.8%),(24.1%),(100.0%),(25.0%),(70.6%),0.705,9,4,0,292,5,13,3,3,18,6,17,47,1,2,1,0,16,6,116,7.8%,38.1%,(11.1%),(67.8%),(20.0%),(72.2%),(50.0%),(58.8%)
2686,25,1103,Ｇ大23,2-0,H,夢スタ,晴,リュイス　プラナグマ,ＦＣ今治,2020,imab,1.505,11,6,0,427,6,9,2,2,15,11,19,21,2,5,0,0,27,12,112,9.8%,41.7%,(18.2%),(78.5%),(16.7%),(60.0%),(36.4%),(63.2%),1.387,12,3,0,715,17,8,5,5,18,7,21,13,1,2,2,1,44,15,114,10.5%,58.3%,(0.0%),(85.5%),(23.5%),(94.4%),(71.4%),(57.1%)
2687,26,1108,藤枝,0-0,A,藤枝サ,曇,リュイス　プラナグマ,ＦＣ今治,2020,imab,1.674,11,1,0,593,29,11,0,5,23,6,22,10,1,7,1,0,64,11,123,8.9%,52%,(0.0%),(79.9%),(17.2%),(95.7%),(33.3%),(59.1%),0.977,13,2,0,446,5,8,7,2,25,17,13,26,1,0,1,0,25,5,119,10.9%,48%,(0.0%),(78.0%),(20.0%),(80.0%),(52.9%),(84.6%)
2688,27,1114,YS横浜,3-1,H,夢スタ,晴,リュイス　プラナグマ,ＦＣ今治,2020,imab,1.015,14,6,0,356,12,16,1,7,27,8,16,19,1,5,3,0,28,13,128,10.9%,46.7%,(21.4%),(71.1%),(25.0%),(74.1%),(25.0%),(62.5%),0.561,10,5,0,456,16,15,6,3,13,21,24,20,0,1,1,0,32,8,127,7.9%,53.3%,(10.0%),(77.6%),(18.8%),(100.0%),(66.7%),(70.8%)
2689,28,1118,熊本,2-1,A,えがおＳ,晴,リュイス　プラナグマ,ＦＣ今治,2020,imab,1.325,15,3,0,844,33,10,0,7,25,18,12,7,2,3,0,0,82,22,110,13.6%,69.3%,(6.7%),(85.0%),(9.1%),(100.0%),(50.0%),(75.0%),1.11,6,2,0,239,7,15,3,3,21,10,15,33,2,0,1,0,14,8,104,5.8%,30.7%,(33.3%),(62.8%),(14.3%),(61.9%),(40.0%),(66.7%)
2690,29,1122,福島,1-2,H,夢スタ,晴のち曇,リュイス　プラナグマ,ＦＣ今治,2020,imab,1.902,14,4,1,534,10,4,6,7,22,8,10,16,1,4,1,0,26,7,109,12.8%,56.1%,(7.1%),(80.5%),(20.0%),(95.5%),(37.5%),(50.0%),2.409,20,7,0,410,20,7,4,7,14,9,12,24,4,5,0,0,35,17,106,18.9%,43.9%,(10.0%),(76.8%),(35.0%),(85.7%),(66.7%),(75.0%)
2691,30,1129,長野,0-1,A,長野Ｕ,晴,リュイス　プラナグマ,ＦＣ今治,2020,imab,3.627,26,5,0,572,37,11,2,8,22,15,10,13,2,3,1,0,61,30,115,22.6%,68.8%,(3.8%),(79.0%),(32.4%),(95.5%),(60.0%),(40.0%),0.084,3,1,0,185,5,10,3,4,21,4,15,30,0,1,1,1,7,3,102,2.9%,31.2%,(0.0%),(45.9%),(40.0%),(47.6%),(25.0%),(53.3%)
2692,31,1205,秋田,3-1,A,ソユスタ,曇,リュイス　プラナグマ,ＦＣ今治,2020,imab,0.718,5,1,0,371,16,8,2,1,27,10,15,13,2,3,0,0,29,6,125,4.0%,49.7%,(20.0%),(54.7%),(18.8%),(70.4%),(50.0%),(66.7%),2.311,10,3,1,325,5,13,4,1,38,9,15,26,2,2,0,0,28,8,134,7.5%,50.3%,(20.0%),(57.5%),(20.0%),(42.1%),(11.1%),(66.7%)
2693,32,1209,岩手,2-0,H,夢スタ,晴時々曇,リュイス　プラナグマ,ＦＣ今治,2020,imab,0.658,7,2,0,411,7,7,1,3,13,3,21,33,2,3,1,0,26,6,102,6.9%,47.8%,(28.6%),(74.7%),(57.1%),(61.5%),(33.3%),(57.1%),0.796,12,2,0,470,20,8,3,9,26,15,8,11,2,2,2,0,41,11,113,10.6%,52.2%,(0.0%),(76.0%),(15.0%),(100.0%),(53.3%),(62.5%)
2694,33,1213,富山,3-1,A,富山,曇,リュイス　プラナグマ,ＦＣ今治,2020,imab,1.916,16,5,0,522,23,7,0,8,25,8,19,19,1,3,1,0,44,16,116,13.8%,56.3%,(6.3%),(80.1%),(21.7%),(92.0%),(50.0%),(57.9%),1.328,11,4,0,352,12,7,3,5,30,4,18,12,1,0,2,0,27,7,116,9.5%,43.7%,(27.3%),(73.6%),(41.7%),(63.3%),(0.0%),(44.4%)
2695,34,1220,相模原,1-2,H,夢スタ,晴,リュイス　プラナグマ,ＦＣ今治,2020,imab,1.515,9,2,0,527,19,13,1,4,25,7,23,16,0,0,1,0,44,14,126,7.1%,57.2%,(11.1%),(77.4%),(10.5%),(68.0%),(57.1%),(56.5%),1.809,10,3,0,368,7,11,0,0,20,12,14,28,1,1,2,0,28,11,119,8.4%,42.8%,(20.0%),(71.5%),(57.1%),(80.0%),(50.0%),(64.3%)
2696,1,0314,熊本,0-1,H,夢スタ,晴,リュイス　プラナグマ,ＦＣ今治,2021,imab,1.278,17,4,0,410,19,10,3,5,28,13,24,25,2,0,0,0,32,13,131,13.0%,46.7%,(0.0%),(72.0%),(21.1%),(71.4%),(46.2%),(50.0%),1.335,8,3,0,505,20,7,0,4,28,12,32,48,2,3,1,0,42,10,133,6.0%,53.3%,(12.5%),(75.8%),(15.0%),(89.3%),(33.3%),(65.6%)
2697,2,0320,沼津,0-1,A,愛鷹,曇,リュイス　プラナグマ,ＦＣ今治,2021,imab,0.757,8,2,0,336,13,7,2,10,31,10,15,39,1,3,1,0,23,5,132,6.1%,45.4%,(12.5%),(60.7%),(30.8%),(80.6%),(20.0%),(66.7%),1.543,15,3,0,386,19,10,3,6,32,10,15,27,2,2,1,0,37,19,127,11.8%,54.6%,(0.0%),(70.5%),(31.6%),(71.9%),(90.0%),(46.7%)
2698,1,0304,福岡,1-2,A,レベスタ,雨,,ロアッソ熊本,2012,kuma,,13,3,0,355,18,8,6,3,27,8,17,28,6,4,0,0,49,10,134,9.7%,44.5%,(15.4%),(66.5%),(27.8%),(74.1%),(37.5%),(64.7%),,11,2,0,540,13,21,4,2,33,5,21,24,1,6,3,0,38,10,139,7.9%,55.5%,(9.1%),(75.6%),(23.1%),(93.9%),(20.0%),(71.4%)
2699,2,0311,鳥取,2-1,H,熊本,曇り,,ロアッソ熊本,2012,kuma,,12,4,0,490,13,18,4,3,35,13,31,27,3,7,0,0,27,12,165,7.3%,49%,(16.7%),(70.0%),(15.4%),(97.1%),(53.8%),(80.6%),,10,2,0,448,15,17,7,3,27,14,27,26,1,3,1,0,30,8,150,6.7%,51%,(10.0%),(69.9%),(0.0%),(74.1%),(57.1%),(66.7%)
2700,3,0317,京都,0-2,A,西京極,曇り,,ロアッソ熊本,2012,kuma,,28,8,0,506,16,11,4,6,43,13,32,27,7,11,2,0,47,29,178,15.7%,52.2%,(7.1%),(68.0%),(62.5%),(76.7%),(46.2%),(93.8%),,5,3,0,409,6,16,11,4,50,9,31,31,6,3,1,0,32,6,188,2.7%,47.8%,(0.0%),(61.9%),(0.0%),(82.0%),(44.4%),(80.6%)
2701,4,0320,町田,0-1,A,町田,晴れ,,ロアッソ熊本,2012,kuma,,12,2,0,415,14,17,5,6,38,22,19,31,4,8,0,0,37,7,158,7.6%,53.4%,(8.3%),(63.6%),(14.3%),(81.6%),(54.5%),(84.2%),,14,1,0,357,12,12,10,4,28,9,27,27,4,4,2,0,29,8,147,9.5%,46.6%,(0.0%),(55.5%),(8.3%),(89.3%),(55.6%),(81.5%)
2702,5,0325,湘南,3-3,H,熊本,晴れ,,ロアッソ熊本,2012,kuma,,21,12,0,398,24,7,5,7,32,13,28,59,1,0,1,0,40,17,150,14.0%,49.8%,(14.3%),(62.1%),(20.8%),(81.3%),(46.2%),(82.1%),,13,5,0,443,18,16,1,6,29,10,16,38,1,5,0,0,40,13,153,8.5%,50.2%,(23.1%),(64.8%),(22.2%),(62.1%),(40.0%),(75.0%)
2703,6,0401,岐阜,3-0,H,水前寺,晴れ,,ロアッソ熊本,2012,kuma,,13,5,0,356,9,11,2,5,26,6,29,27,2,2,2,0,29,9,141,9.2%,47%,(23.1%),(59.0%),(11.1%),(92.3%),(33.3%),(86.2%),,15,3,0,433,20,20,3,9,38,17,19,10,1,2,1,0,42,16,169,8.9%,53%,(0.0%),(65.8%),(15.0%),(76.3%),(41.2%),(84.2%)
2704,7,0408,栃木,0-2,A,栃木グ,晴れ,,ロアッソ熊本,2012,kuma,,22,6,0,456,15,14,1,4,33,8,23,26,0,4,1,0,41,25,149,14.8%,53.8%,(9.1%),(67.8%),(46.7%),(54.5%),(37.5%),(82.6%),,13,2,0,410,12,12,4,5,32,4,27,33,3,1,1,1,33,11,146,8.9%,46.2%,(0.0%),(60.0%),(16.7%),(90.6%),(25.0%),(70.4%)
2705,8,0415,松本,0-3,H,水前寺,晴れ,,ロアッソ熊本,2012,kuma,,8,1,0,505,18,12,4,6,45,15,20,30,4,0,1,0,41,15,139,5.8%,60%,(0.0%),(71.1%),(11.1%),(93.3%),(46.7%),(65.0%),,19,8,0,294,20,17,0,7,32,13,32,35,1,3,1,0,31,20,142,13.4%,40%,(15.8%),(57.1%),(20.0%),(75.0%),(38.5%),(71.9%)
2706,9,0422,愛媛,0-0,A,ニンスタ,曇りのち雨,,ロアッソ熊本,2012,kuma,,15,4,0,421,22,17,3,9,33,14,15,24,2,3,2,0,51,13,157,9.6%,53.4%,(0.0%),(65.3%),(9.1%),(78.8%),(71.4%),(80.0%),,11,2,0,343,11,12,3,3,23,8,21,45,1,3,4,0,23,8,136,8.1%,46.6%,(0.0%),(57.7%),(0.0%),(91.3%),(87.5%),(71.4%)
2707,10,0427,岡山,0-0,H,熊本,晴れ,,ロアッソ熊本,2012,kuma,,21,2,0,388,25,12,0,9,25,9,31,28,3,0,1,0,35,21,153,13.7%,45.7%,(0.0%),(62.6%),(28.0%),(84.0%),(55.6%),(80.6%),,13,5,0,513,8,14,0,3,39,11,21,29,3,0,1,0,32,9,151,8.6%,54.3%,(0.0%),(73.3%),(37.5%),(71.8%),(45.5%),(71.4%)
2708,11,0430,大分,0-0,A,大銀ド,屋内,,ロアッソ熊本,2012,kuma,,17,6,0,320,14,19,2,6,40,6,20,38,3,1,2,0,31,11,146,11.6%,46.9%,(0.0%),(66.3%),(21.4%),(62.5%),(33.3%),(75.0%),,12,5,0,389,19,14,1,8,35,5,30,22,4,2,2,0,32,12,141,8.5%,53.1%,(0.0%),(67.1%),(26.3%),(91.4%),(80.0%),(70.0%)
2709,12,0503,東京Ｖ,0-2,H,熊本,晴れ,,ロアッソ熊本,2012,kuma,,11,3,0,344,16,10,4,5,32,8,31,23,1,3,6,1,31,12,136,8.1%,43.1%,(0.0%),(66.3%),(31.3%),(90.6%),(37.5%),(77.4%),,14,3,0,496,16,24,3,2,20,11,23,21,4,4,2,0,42,13,138,10.1%,56.9%,(14.3%),(77.6%),(25.0%),(90.0%),(36.4%),(91.3%)
2710,13,0506,徳島,1-1,A,鳴門大塚,晴れ,,ロアッソ熊本,2012,kuma,,11,2,0,330,5,16,1,3,42,14,13,24,0,4,1,0,37,8,149,7.4%,47.4%,(9.1%),(67.3%),(0.0%),(66.7%),(35.7%),(46.2%),,13,2,0,442,18,12,4,5,23,10,40,34,2,1,1,0,46,13,142,9.2%,52.6%,(7.7%),(65.4%),(16.7%),(82.6%),(50.0%),(80.0%)
2711,14,0513,甲府,0-0,H,熊本,曇り,,ロアッソ熊本,2012,kuma,,13,3,0,240,14,18,4,10,22,15,18,40,5,2,4,1,23,12,125,10.4%,39.9%,(0.0%),(59.2%),(14.3%),(81.8%),(53.3%),(66.7%),,10,1,0,477,24,23,2,4,24,14,18,39,3,4,4,0,42,14,119,8.4%,60.1%,(0.0%),(75.7%),(16.7%),(87.5%),(57.1%),(72.2%)
2712,15,0520,千葉,0-4,A,フクアリ,曇り,,ロアッソ熊本,2012,kuma,,18,7,0,593,18,17,3,2,28,9,20,40,2,4,2,0,40,13,133,13.5%,59.5%,(22.2%),(79.8%),(16.7%),(85.7%),(77.8%),(80.0%),,17,7,0,324,15,11,4,9,27,6,21,34,4,3,2,0,34,13,137,12.4%,40.5%,(0.0%),(67.6%),(6.7%),(88.9%),(33.3%),(66.7%)
2713,16,0527,山形,2-1,H,熊本,晴れ,,ロアッソ熊本,2012,kuma,,7,3,0,291,5,10,2,0,15,5,17,37,2,0,2,0,13,7,126,5.6%,40.7%,(28.6%),(59.1%),(40.0%),(86.7%),(0.0%),(88.2%),,14,5,0,556,18,14,2,8,38,8,14,9,2,2,0,0,41,23,142,9.9%,59.3%,(7.1%),(76.3%),(11.1%),(86.8%),(37.5%),(64.3%)
2714,17,0602,横浜FC,0-2,A,ニッパ球,曇り,,ロアッソ熊本,2012,kuma,,11,3,0,358,10,14,2,2,24,12,15,20,2,1,2,0,36,9,119,9.2%,41.9%,(18.2%),(70.9%),(20.0%),(83.3%),(33.3%),(66.7%),,11,2,1,573,17,13,1,2,19,10,21,25,2,2,1,0,53,10,125,8.8%,58.1%,(0.0%),(78.7%),(11.8%),(94.7%),(70.0%),(85.7%)
2715,18,0607,水戸,2-1,H,熊本,曇り,,ロアッソ熊本,2012,kuma,,22,7,0,394,7,6,4,6,21,10,19,39,6,3,3,0,33,12,131,16.8%,45.9%,(9.1%),(72.8%),(57.1%),(90.5%),(30.0%),(78.9%),,14,4,0,500,14,21,3,4,27,9,15,15,2,3,0,0,42,13,133,10.5%,54.1%,(7.1%),(76.8%),(28.6%),(81.5%),(33.3%),(86.7%)
2716,19,0613,草津,0-0,A,正田スタ,曇り,,ロアッソ熊本,2012,kuma,,9,0,0,430,12,22,5,6,20,10,7,20,3,1,3,0,31,13,125,7.2%,47.2%,(0.0%),(75.6%),(16.7%),(65.0%),(80.0%),(71.4%),,12,1,0,527,11,18,2,2,26,5,10,26,2,5,3,0,32,13,121,9.9%,52.8%,(0.0%),(77.6%),(36.4%),(92.3%),(40.0%),(50.0%)
2717,20,0617,北九州,2-2,H,熊本,曇り,,ロアッソ熊本,2012,kuma,,27,9,0,464,22,14,0,9,13,11,20,25,3,1,2,0,39,19,125,21.6%,55.4%,(7.4%),(78.2%),(50.0%),(92.3%),(45.5%),(75.0%),,10,6,1,363,10,13,2,7,22,10,18,33,1,0,3,0,28,7,124,8.1%,44.6%,(20.0%),(71.3%),(10.0%),(72.7%),(50.0%),(83.3%)
2718,21,0624,富山,2-0,A,富山,曇り,,ロアッソ熊本,2012,kuma,,11,4,0,409,7,16,1,1,34,7,20,39,2,2,0,0,29,9,177,6.2%,44.4%,(0.0%),(60.6%),(0.0%),(64.7%),(42.9%),(70.0%),,18,4,0,493,19,13,3,6,41,7,23,16,1,1,1,0,51,19,185,9.7%,55.6%,(11.1%),(63.9%),(21.1%),(90.2%),(14.3%),(73.9%)
2719,22,0701,千葉,1-0,H,熊本,雨,,ロアッソ熊本,2012,kuma,,10,3,0,360,6,16,1,2,22,1,20,29,2,4,1,0,29,11,132,7.6%,43.4%,(10.0%),(66.1%),(16.7%),(77.3%),(100.0%),(80.0%),,12,0,0,541,26,16,4,5,21,10,20,14,1,1,2,0,51,20,135,8.9%,56.6%,(0.0%),(78.7%),(19.2%),(85.7%),(60.0%),(75.0%)
2720,23,0708,岐阜,2-0,A,長良川,晴れ,,ロアッソ熊本,2012,kuma,,9,5,0,494,24,18,5,8,37,12,20,14,2,4,2,0,39,15,153,5.9%,53.2%,(0.0%),(74.3%),(16.7%),(75.7%),(75.0%),(80.0%),,15,5,0,413,7,15,4,4,23,7,17,50,4,4,1,0,23,10,141,10.6%,46.8%,(13.3%),(72.2%),(42.9%),(78.3%),(57.1%),(88.2%)
2721,24,0715,京都,0-1,H,熊本,晴れ,,ロアッソ熊本,2012,kuma,,13,5,0,390,8,13,2,6,22,8,37,26,5,1,1,0,31,8,159,8.2%,45.6%,(0.0%),(62.6%),(12.5%),(86.4%),(62.5%),(64.9%),,16,5,0,538,17,13,1,5,35,19,27,24,0,0,1,0,53,12,151,10.6%,54.4%,(6.3%),(73.8%),(17.6%),(60.0%),(42.1%),(63.0%)
2722,25,0722,東京Ｖ,0-2,A,味スタ,曇りのち雨,,ロアッソ熊本,2012,kuma,,15,4,0,289,17,24,2,5,20,19,15,30,2,0,4,1,39,9,116,12.9%,43.7%,(13.3%),(70.9%),(23.5%),(80.0%),(47.4%),(73.3%),,19,5,0,438,22,16,2,6,18,10,18,34,1,2,1,0,32,17,121,15.7%,56.3%,(0.0%),(77.2%),(27.3%),(100.0%),(50.0%),(83.3%)
2723,26,0729,徳島,0-3,H,熊本,曇り,,ロアッソ熊本,2012,kuma,,17,7,0,586,20,7,3,5,33,18,9,22,2,1,2,0,56,11,126,13.5%,54.9%,(0.0%),(79.9%),(10.0%),(100.0%),(38.9%),(88.9%),,6,4,2,385,9,17,1,2,25,6,13,30,1,3,1,0,23,5,125,4.8%,45.1%,(50.0%),(74.3%),(11.1%),(76.0%),(66.7%),(84.6%)
2724,27,0805,岡山,0-2,A,カンスタ,晴れ,,ロアッソ熊本,2012,kuma,,25,8,0,339,15,12,5,9,17,11,17,19,6,1,2,0,48,18,137,18.2%,40.8%,(8.0%),(65.8%),(13.3%),(70.6%),(27.3%),(76.5%),,13,2,0,520,10,17,1,2,29,12,12,24,3,5,3,0,37,15,142,9.2%,59.2%,(0.0%),(75.6%),(40.0%),(100.0%),(33.3%),(75.0%)
2725,28,0812,栃木,3-0,H,熊本,曇り,,ロアッソ熊本,2012,kuma,,15,5,0,374,5,15,3,4,18,9,24,30,5,0,0,0,33,4,140,10.7%,46.2%,(20.0%),(67.9%),(40.0%),(100.0%),(33.3%),(79.2%),,7,0,0,512,7,10,3,2,34,7,12,19,1,3,2,0,28,11,142,4.9%,53.8%,(0.0%),(73.2%),(42.9%),(67.6%),(42.9%),(66.7%)
2726,29,0819,松本,0-0,A,松本,晴れ,,ロアッソ熊本,2012,kuma,,13,4,0,332,15,10,3,1,26,11,14,30,1,3,1,0,31,12,116,11.2%,43.3%,(0.0%),(64.5%),(20.0%),(80.8%),(36.4%),(50.0%),,20,6,0,487,18,8,3,7,32,12,9,24,2,2,1,0,42,14,128,15.6%,56.7%,(0.0%),(75.4%),(11.1%),(93.8%),(58.3%),(88.9%)
2727,30,0822,草津,1-1,H,熊本,曇り,,ロアッソ熊本,2012,kuma,,23,4,0,445,19,12,1,6,27,7,14,19,2,1,2,0,53,17,130,17.7%,51.3%,(4.3%),(71.0%),(26.3%),(85.2%),(42.9%),(100.0%),,13,3,0,402,9,14,1,3,18,9,13,39,1,1,2,0,31,10,122,10.7%,48.7%,(7.7%),(71.9%),(11.1%),(50.0%),(55.6%),(61.5%)
2728,31,0826,富山,3-0,H,熊本,晴れ,,ロアッソ熊本,2012,kuma,,22,6,0,451,12,11,1,2,28,15,18,32,3,0,1,0,49,15,142,15.5%,54.4%,(13.6%),(72.1%),(25.0%),(82.1%),(46.7%),(83.3%),,14,4,0,378,18,16,1,7,34,16,20,24,0,1,1,0,35,10,151,9.3%,45.6%,(0.0%),(64.6%),(22.2%),(82.4%),(56.3%),(80.0%)
2729,32,0902,北九州,0-2,A,本城,曇り,,ロアッソ熊本,2012,kuma,,19,10,0,550,12,14,2,4,13,10,14,22,1,1,1,0,55,15,105,18.1%,56.3%,(10.5%),(84.9%),(41.7%),(92.3%),(90.0%),(71.4%),,15,4,0,395,13,15,1,8,18,13,9,14,2,2,3,0,38,15,109,13.8%,43.7%,(0.0%),(75.7%),(23.1%),(94.4%),(76.9%),(55.6%)
2730,33,0914,水戸,0-2,A,Ｋｓスタ,晴れ,,ロアッソ熊本,2012,kuma,,15,4,0,385,22,15,2,9,33,16,13,25,0,2,0,0,41,12,139,10.8%,50.6%,(13.3%),(68.8%),(27.3%),(69.7%),(37.5%),(76.9%),,17,5,0,386,16,10,2,4,21,6,22,34,1,2,1,0,36,10,120,14.2%,49.4%,(0.0%),(68.9%),(18.8%),(85.7%),(50.0%),(81.8%)
2731,34,0917,大分,2-1,H,熊本,曇り,,ロアッソ熊本,2012,kuma,,19,6,0,312,17,11,0,6,30,9,25,49,5,1,3,0,37,13,147,12.9%,50.7%,(10.5%),(58.3%),(29.4%),(56.7%),(44.4%),(76.0%),,17,2,0,318,23,17,1,8,46,23,26,17,2,0,2,0,40,17,157,10.8%,49.3%,(5.9%),(62.6%),(34.8%),(52.2%),(43.5%),(73.1%)
