,節,開催日,相手,スコア,HomeAway,会場,天候,自チーム,年度,team_id,指揮官,H_シュート,H_枠内シュート,H_PKによるシュート,H_パス,H_クロス,H_直接ＦＫ,H_間接ＦＫ,H_ＣＫ,H_スローイン,H_ドリブル,H_タックル,H_クリア,H_インターセプト,H_オフサイド,H_警告,H_退場,H_３０ｍライン進入,H_ペナルティエリア進入,H_攻撃回数,H_チャンス構築率,H_ボール支配率,H_シュート成功率,H_パス成功率,H_クロス成功率,H_スローイン成功率,H_ドリブル成功率,H_タックル成功率,A_シュート,A_枠内シュート,A_PKによるシュート,A_パス,A_クロス,A_直接ＦＫ,A_間接ＦＫ,A_ＣＫ,A_スローイン,A_ドリブル,A_タックル,A_クリア,A_インターセプト,A_オフサイド,A_警告,A_退場,A_３０ｍライン進入,A_ペナルティエリア進入,A_攻撃回数,A_チャンス構築率,A_ボール支配率,A_シュート成功率,A_パス成功率,A_クロス成功率,A_スローイン成功率,A_ドリブル成功率,A_タックル成功率,A_ゴール期待値,H_ゴール期待値,A_スプリント,A_総走行距離,H_スプリント,H_総走行距離
60,31,0927,J-22,1-0,H,Ａ‐スタ,曇,ブラウブリッツ秋田,2015,aki,,12,4,0,516,5,15,2,2,15,9,34,29,5,2,0,0,33,9,131,9.2%,47.1%,(8.3%),(76.9%),(40.0%),(46.7%),(55.6%),(85.3%),10,1,0,637,10,10,2,3,22,13,30,11,2,3,0,0,34,12,130,7.7%,52.9%,(0.0%),(79.9%),(20.0%),(86.4%),(46.2%),(76.7%),,,,,,
61,32,1004,富山,2-0,A,富山,曇,ブラウブリッツ秋田,2015,aki,,11,4,0,425,12,17,5,4,23,21,17,19,5,1,0,0,40,8,142,7.7%,43%,(0.0%),(70.8%),(0.0%),(69.6%),(57.1%),(82.4%),11,4,0,578,14,12,1,6,21,8,17,17,5,5,1,0,40,11,137,8.0%,57%,(18.2%),(78.0%),(14.3%),(76.2%),(25.0%),(58.8%),,,,,,
62,33,1011,長野,1-1,H,Ａ‐スタ,曇のち雨,ブラウブリッツ秋田,2015,aki,,9,2,0,565,15,13,0,1,36,3,30,26,3,3,0,0,24,4,152,5.9%,59.4%,(11.1%),(72.2%),(13.3%),(75.0%),(66.7%),(96.7%),9,3,0,350,10,7,3,3,43,9,17,28,6,0,1,0,33,8,153,5.9%,40.6%,(11.1%),(62.3%),(20.0%),(88.4%),(44.4%),(94.1%),,,,,,
63,34,1018,鳥取,1-0,A,チュスタ,晴,ブラウブリッツ秋田,2015,aki,,13,1,0,342,10,16,6,3,38,17,22,16,0,5,1,0,30,12,144,9.0%,43.9%,(0.0%),(56.4%),(30.0%),(52.6%),(35.3%),(68.2%),7,2,0,509,10,17,5,2,25,6,23,29,1,6,1,0,29,6,144,4.9%,56.1%,(14.3%),(66.4%),(0.0%),(60.0%),(33.3%),(87.0%),,,,,,
64,35,1025,福島,2-1,A,とうスタ,晴,ブラウブリッツ秋田,2015,aki,,6,5,1,368,6,11,4,1,28,9,14,32,2,1,2,1,25,10,142,4.2%,42.2%,(16.7%),(63.6%),(16.7%),(71.4%),(22.2%),(71.4%),13,3,1,579,17,7,1,3,30,13,18,26,2,2,3,0,40,12,135,9.6%,57.8%,(15.4%),(74.6%),(5.9%),(70.0%),(61.5%),(77.8%),,,,,,
65,36,1101,琉球,3-3,H,Ａ‐スタ,曇,ブラウブリッツ秋田,2015,aki,,15,7,0,547,26,7,3,3,24,19,36,15,7,4,3,0,40,16,147,10.2%,50%,(20.0%),(72.9%),(23.1%),(70.8%),(68.4%),(88.9%),12,5,0,530,13,9,4,1,24,16,29,29,2,3,0,0,30,7,136,8.8%,50%,(25.0%),(75.7%),(30.8%),(91.7%),(50.0%),(79.3%),,,,,,
66,37,1108,藤枝,1-3,A,藤枝サ,雨,ブラウブリッツ秋田,2015,aki,,14,5,0,485,17,6,1,2,28,17,24,18,4,3,1,0,43,9,159,8.8%,45.3%,(21.4%),(70.1%),(29.4%),(71.4%),(82.4%),(79.2%),14,7,0,570,19,9,2,4,26,17,21,21,8,1,1,0,48,14,154,9.1%,54.7%,(7.1%),(74.2%),(10.5%),(80.8%),(47.1%),(81.0%),,,,,,
67,38,1115,町田,0-2,A,町田,晴,ブラウブリッツ秋田,2015,aki,,16,5,0,336,17,13,5,4,39,9,31,20,2,1,0,0,32,25,156,10.3%,40.3%,(12.5%),(59.8%),(35.3%),(79.5%),(44.4%),(67.7%),9,2,0,563,20,8,1,5,19,11,22,25,6,5,3,0,33,10,131,6.9%,59.7%,(0.0%),(75.7%),(15.0%),(84.2%),(45.5%),(81.8%),,,,,,
68,39,1123,相模原,2-2,H,Ａ‐スタ,曇時々雨,ブラウブリッツ秋田,2015,aki,,13,5,0,522,7,10,1,2,18,5,29,31,7,7,1,0,27,8,151,8.6%,53.6%,(15.4%),(69.0%),(28.6%),(77.8%),(20.0%),(69.0%),15,5,0,472,25,14,7,4,53,11,17,15,0,1,1,0,38,15,168,8.9%,46.4%,(13.3%),(65.9%),(16.0%),(77.4%),(54.5%),(64.7%),,,,,,
69,1,0313,福島,1-1,A,とうスタ,曇,ブラウブリッツ秋田,2016,aki,,13,6,0,334,15,13,2,9,26,12,16,28,4,1,1,0,44,8,142,9.2%,44.1%,(7.7%),(62.6%),(13.3%),(76.9%),(41.7%),(68.8%),16,6,0,483,16,10,1,3,26,17,6,43,2,2,1,0,38,16,135,11.9%,55.9%,(6.3%),(73.3%),(25.0%),(92.3%),(52.9%),(66.7%),,,,,,
70,2,0320,鳥取,1-1,A,とりスタ,曇,ブラウブリッツ秋田,2016,aki,,12,7,0,461,12,12,5,4,34,19,28,25,5,1,2,0,54,11,153,7.8%,52.3%,(8.3%),(66.8%),(16.7%),(76.5%),(36.8%),(71.4%),15,5,0,466,14,4,3,2,18,8,30,21,3,4,0,0,39,17,144,10.4%,47.7%,(6.7%),(64.2%),(21.4%),(55.6%),(62.5%),(76.7%),,,,,,
71,3,0403,Ｆ東23,1-0,H,Ａ‐スタ,曇時々雨,ブラウブリッツ秋田,2016,aki,,13,6,0,427,13,6,0,4,18,13,26,20,6,4,3,0,42,18,120,10.8%,44.7%,(7.7%),(74.7%),(38.5%),(66.7%),(76.9%),(65.4%),10,4,0,682,22,13,4,6,24,29,20,14,2,0,1,0,64,10,131,7.6%,55.3%,(0.0%),(82.8%),(18.2%),(83.3%),(41.4%),(70.0%),,,,,,
72,4,0410,YS横浜,2-1,A,ニッパツ,曇,ブラウブリッツ秋田,2016,aki,,11,4,0,605,7,6,8,1,23,12,16,13,3,2,1,0,37,7,132,8.3%,58.8%,(9.1%),(82.1%),(28.6%),(87.0%),(41.7%),(81.3%),12,3,0,356,10,11,2,6,25,11,17,18,6,7,1,0,38,12,140,8.6%,41.2%,(16.7%),(67.1%),(20.0%),(56.0%),(54.5%),(70.6%),,,,,,
73,5,0417,栃木,2-1,H,Ａ‐スタ,曇のち雨,ブラウブリッツ秋田,2016,aki,,13,5,0,377,11,8,2,3,31,15,28,32,4,1,0,0,34,14,141,9.2%,41.8%,(15.4%),(62.3%),(27.3%),(77.4%),(53.3%),(64.3%),9,2,0,609,17,9,1,5,35,10,24,20,3,2,0,0,35,10,154,5.8%,58.2%,(11.1%),(73.7%),(5.9%),(71.4%),(40.0%),(95.8%),,,,,,
74,6,0424,盛岡,1-1,A,いわスタ,晴,ブラウブリッツ秋田,2016,aki,,16,4,0,431,17,10,6,5,24,16,18,23,3,0,0,0,38,24,145,11.0%,47.6%,(6.3%),(72.4%),(11.8%),(87.5%),(43.8%),(88.9%),18,4,0,465,20,11,0,7,24,24,24,18,5,6,2,0,40,13,147,12.2%,52.4%,(5.6%),(71.4%),(15.0%),(66.7%),(50.0%),(79.2%),,,,,,
75,7,0501,Ｇ大23,1-0,H,Ａ‐スタ,雨のち曇,ブラウブリッツ秋田,2016,aki,,20,7,0,436,12,12,1,4,25,15,35,21,4,2,1,0,50,17,130,15.4%,46.9%,(5.0%),(76.1%),(25.0%),(68.0%),(33.3%),(74.3%),4,2,0,534,16,11,2,4,24,25,16,12,7,1,1,0,40,6,127,3.1%,53.1%,(0.0%),(80.0%),(0.0%),(87.5%),(48.0%),(81.3%),,,,,,
76,8,0508,相模原,2-2,A,ギオンス,晴,ブラウブリッツ秋田,2016,aki,,11,3,0,491,16,10,0,7,22,1,14,19,1,1,1,0,37,13,148,7.4%,48.4%,(18.2%),(72.5%),(37.5%),(90.9%),(0.0%),(85.7%),12,5,0,509,15,18,1,4,20,7,10,18,1,0,0,0,39,18,146,8.2%,51.6%,(8.3%),(73.3%),(20.0%),(75.0%),(71.4%),(100.0%),,,,,,
77,9,0515,富山,1-0,H,秋田陸,晴,ブラウブリッツ秋田,2016,aki,,11,4,1,410,10,4,1,2,21,9,26,30,2,2,1,0,41,11,121,9.1%,46.8%,(9.1%),(74.1%),(20.0%),(95.2%),(77.8%),(84.6%),13,1,0,526,20,14,2,4,32,15,13,6,0,1,0,0,40,12,136,9.6%,53.2%,(0.0%),(76.8%),(25.0%),(75.0%),(33.3%),(92.3%),,,,,,
78,10,0522,長野,1-1,H,Ａ‐スタ,晴,ブラウブリッツ秋田,2016,aki,,4,1,0,473,10,10,3,2,26,10,22,28,0,3,2,0,38,9,123,3.3%,56%,(25.0%),(71.9%),(10.0%),(69.2%),(40.0%),(50.0%),11,3,1,364,16,7,3,4,25,5,18,15,2,1,2,0,43,16,125,8.8%,44%,(9.1%),(62.4%),(18.8%),(56.0%),(40.0%),(72.2%),,,,,,
79,11,0529,琉球,1-1,A,沖縄県陸,晴,ブラウブリッツ秋田,2016,aki,,18,6,1,459,14,16,3,3,20,15,10,19,2,0,2,0,48,14,124,14.5%,50.1%,(5.6%),(76.7%),(35.7%),(55.0%),(53.3%),(60.0%),10,4,0,419,10,13,0,6,19,10,25,16,2,3,1,0,30,8,122,8.2%,49.9%,(10.0%),(72.8%),(20.0%),(63.2%),(60.0%),(80.0%),,,,,,
80,12,0612,鹿児島,1-3,H,Ａ‐スタ,晴,ブラウブリッツ秋田,2016,aki,,9,5,0,491,12,15,2,3,24,9,15,24,2,6,1,0,29,7,134,6.7%,55.1%,(11.1%),(75.8%),(25.0%),(75.0%),(22.2%),(86.7%),16,6,0,349,13,12,6,1,26,10,20,19,6,2,0,0,37,19,146,11.0%,44.9%,(18.8%),(66.8%),(46.2%),(88.5%),(50.0%),(65.0%),,,,,,
81,13,0619,藤枝,1-2,A,藤枝サ,雨,ブラウブリッツ秋田,2016,aki,,25,7,0,386,19,18,2,4,16,24,16,25,4,0,3,0,48,13,148,16.9%,49.5%,(8.0%),(68.1%),(36.8%),(68.8%),(62.5%),(75.0%),17,6,0,420,17,15,0,8,27,13,23,18,3,2,4,0,40,18,152,11.2%,50.5%,(5.9%),(66.4%),(35.3%),(92.6%),(53.8%),(65.2%),,,,,,
82,14,0626,大分,0-1,A,大銀ド,晴,ブラウブリッツ秋田,2016,aki,,15,4,0,494,10,10,0,6,36,7,7,7,2,2,0,0,40,14,129,11.6%,46.9%,(6.7%),(78.1%),(20.0%),(75.0%),(28.6%),(85.7%),7,0,0,537,10,14,2,1,15,8,19,20,1,0,1,0,24,6,107,6.5%,53.1%,(0.0%),(79.7%),(40.0%),(80.0%),(62.5%),(100.0%),,,,,,
83,15,0703,Ｃ大23,1-1,H,Ａ‐スタ,晴,ブラウブリッツ秋田,2016,aki,,6,4,0,484,25,14,0,4,19,8,15,27,1,0,0,0,39,13,127,4.7%,51.1%,(16.7%),(72.3%),(16.0%),(84.2%),(62.5%),(80.0%),10,5,0,411,17,12,1,6,26,13,19,16,1,0,3,0,31,10,136,7.4%,48.9%,(10.0%),(69.6%),(35.3%),(73.1%),(38.5%),(84.2%),,,,,,
84,16,0710,長野,0-1,A,南長野,晴,ブラウブリッツ秋田,2016,aki,,11,3,0,394,14,7,0,6,29,9,22,27,1,0,0,0,42,14,128,8.6%,50.1%,(9.1%),(68.5%),(14.3%),(58.6%),(33.3%),(90.9%),9,3,0,381,14,7,0,2,33,6,22,28,1,0,0,0,26,8,129,7.0%,49.9%,(0.0%),(69.0%),(21.4%),(63.6%),(50.0%),(77.3%),,,,,,
85,17,0716,鳥取,3-0,H,Ａ‐スタ,曇時々晴,ブラウブリッツ秋田,2016,aki,,12,5,1,302,15,6,1,4,28,5,24,27,1,3,1,0,28,20,119,10.1%,40.1%,(25.0%),(61.9%),(20.0%),(64.3%),(60.0%),(91.7%),17,4,0,515,14,12,3,10,29,11,14,12,2,1,1,0,47,17,137,12.4%,59.9%,(0.0%),(76.5%),(14.3%),(79.3%),(45.5%),(78.6%),,,,,,
86,18,0724,栃木,0-1,A,栃木グ,曇,ブラウブリッツ秋田,2016,aki,,21,6,0,337,25,10,3,6,37,20,18,24,3,0,2,0,37,21,138,15.2%,49%,(4.8%),(63.5%),(12.0%),(62.2%),(60.0%),(94.4%),16,3,0,313,5,10,0,6,14,4,29,37,2,1,1,0,32,14,124,12.9%,51%,(0.0%),(64.5%),(40.0%),(57.1%),(25.0%),(69.0%),,,,,,
87,19,0731,藤枝,1-0,H,Ａ‐スタ,晴,ブラウブリッツ秋田,2016,aki,,8,2,0,231,13,14,1,6,20,7,16,24,2,6,0,0,24,18,116,6.9%,36.5%,(12.5%),(52.4%),(15.4%),(80.0%),(42.9%),(81.3%),13,2,0,629,24,9,7,5,29,13,8,15,0,1,1,0,56,15,122,10.7%,63.5%,(0.0%),(80.1%),(33.3%),(82.8%),(61.5%),(75.0%),,,,,,
88,20,0807,富山,1-0,A,富山,曇,ブラウブリッツ秋田,2016,aki,,11,3,0,620,19,12,1,5,36,19,23,6,1,2,1,0,52,23,128,8.6%,59.6%,(0.0%),(85.5%),(21.1%),(69.4%),(15.8%),(91.3%),13,2,0,327,7,9,4,1,22,9,37,35,1,1,3,0,26,11,112,11.6%,40.4%,(7.7%),(75.5%),(14.3%),(77.3%),(44.4%),(78.4%),,,,,,
89,21,0910,YS横浜,3-0,H,Ａ‐スタ,晴,ブラウブリッツ秋田,2016,aki,,16,5,1,649,23,6,2,5,30,18,18,18,1,5,1,0,59,21,135,11.9%,61.9%,(18.8%),(81.2%),(30.4%),(96.7%),(66.7%),(83.3%),3,1,0,396,9,10,5,1,17,7,19,26,3,2,0,1,17,4,125,2.4%,38.1%,(0.0%),(73.2%),(0.0%),(94.1%),(42.9%),(68.4%),,,,,,
90,22,0919,Ｆ東23,0-1,A,味スタ,曇時々雨,ブラウブリッツ秋田,2016,aki,,13,5,0,524,18,8,3,5,38,24,37,10,7,1,0,0,59,14,162,8.0%,47.7%,(7.7%),(73.1%),(16.7%),(78.9%),(37.5%),(67.6%),7,2,0,481,9,12,1,1,20,7,38,21,11,3,1,0,44,9,159,4.4%,52.3%,(0.0%),(70.1%),(11.1%),(85.0%),(28.6%),(76.3%),,,,,,
91,23,0924,福島,2-1,H,Ａ‐スタ,晴,ブラウブリッツ秋田,2016,aki,,13,5,1,502,8,10,1,3,19,9,16,21,3,2,1,0,39,7,115,11.3%,59.2%,(15.4%),(80.3%),(25.0%),(84.2%),(55.6%),(81.3%),9,2,0,329,11,11,2,5,27,16,19,19,0,1,2,0,30,5,123,7.3%,40.8%,(11.1%),(65.7%),(9.1%),(70.4%),(56.3%),(84.2%),,,,,,
92,24,1002,盛岡,2-0,H,Ａ‐スタ,晴,ブラウブリッツ秋田,2016,aki,,13,5,1,294,16,12,3,0,20,9,24,40,5,3,2,0,27,12,132,9.8%,47.1%,(15.4%),(64.3%),(37.5%),(85.0%),(66.7%),(70.8%),18,4,0,502,26,13,4,6,45,12,11,16,1,3,1,0,61,28,151,11.9%,52.9%,(0.0%),(75.9%),(23.1%),(77.8%),(25.0%),(72.7%),,,,,,
93,25,1016,鹿児島,0-1,A,鴨池,曇,ブラウブリッツ秋田,2016,aki,,15,5,0,414,20,19,6,7,25,19,18,22,2,1,4,0,44,19,131,11.5%,53.5%,(6.7%),(73.9%),(45.0%),(96.0%),(52.6%),(83.3%),12,0,0,310,5,15,1,4,28,10,19,23,0,6,3,1,23,6,121,9.9%,46.5%,(0.0%),(67.7%),(0.0%),(64.3%),(50.0%),(52.6%),,,,,,
94,26,1022,Ｃ大23,2-1,A,金鳥スタ,曇,ブラウブリッツ秋田,2016,aki,,13,7,0,521,16,14,0,5,40,17,17,13,2,3,0,0,37,12,147,8.8%,52.9%,(7.7%),(75.8%),(18.8%),(92.5%),(35.3%),(94.1%),14,5,0,451,11,12,3,2,23,8,32,22,1,0,0,0,38,14,133,10.5%,47.1%,(14.3%),(74.3%),(72.7%),(73.9%),(62.5%),(81.3%),,,,,,
95,27,1030,大分,0-1,H,Ａ‐スタ,曇のち雨,ブラウブリッツ秋田,2016,aki,,10,1,0,586,23,9,1,3,26,11,20,20,3,1,1,0,44,8,119,8.4%,60.1%,(0.0%),(76.8%),(13.0%),(96.2%),(54.5%),(70.0%),10,2,1,357,7,8,1,4,32,8,19,49,2,0,0,1,29,3,134,7.5%,39.9%,(10.0%),(71.1%),(0.0%),(93.8%),(50.0%),(78.9%),,,,,,
96,28,1106,相模原,2-1,H,秋田陸,曇,ブラウブリッツ秋田,2016,aki,,17,6,0,584,12,16,0,6,28,12,16,11,1,3,1,0,50,10,132,12.9%,61.2%,(11.8%),(77.6%),(8.3%),(75.0%),(66.7%),(93.8%),7,2,0,342,8,14,3,0,21,14,18,26,6,0,2,0,35,4,125,5.6%,38.8%,(14.3%),(67.8%),(25.0%),(81.0%),(42.9%),(66.7%),,,,,,
97,29,1113,Ｇ大23,2-2,A,吹田Ｓ,晴,ブラウブリッツ秋田,2016,aki,,22,5,0,506,15,15,2,11,29,26,23,13,5,2,4,0,54,16,142,15.5%,52.8%,(9.1%),(81.0%),(33.3%),(75.9%),(38.5%),(87.0%),21,3,0,406,11,13,2,6,16,12,36,18,7,2,1,0,29,18,123,17.1%,47.2%,(9.5%),(77.3%),(27.3%),(75.0%),(58.3%),(72.2%),,,,,,
98,30,1120,琉球,2-0,H,Ａ‐スタ,曇,ブラウブリッツ秋田,2016,aki,,7,4,0,400,4,18,1,1,31,9,31,21,3,9,2,0,37,7,131,5.3%,43.4%,(28.6%),(73.8%),(25.0%),(83.9%),(44.4%),(67.7%),15,4,0,560,13,17,9,5,31,11,21,12,3,0,3,1,47,17,141,10.6%,56.6%,(0.0%),(79.3%),(15.4%),(90.3%),(45.5%),(71.4%),,,,,,
99,1,0312,北九州,1-1,A,ミクスタ,晴,ブラウブリッツ秋田,2017,aki,,10,3,0,404,15,13,1,6,29,10,14,23,0,3,1,0,31,7,136,7.4%,45.7%,(10.0%),(69.3%),(0.0%),(62.1%),(40.0%),(64.3%),17,5,0,473,14,11,3,5,25,13,20,35,3,1,2,0,43,12,135,12.6%,54.3%,(5.9%),(72.5%),(21.4%),(84.0%),(38.5%),(85.0%),,,,,,
100,2,0319,Ｃ大23,3-1,A,金鳥スタ,晴,ブラウブリッツ秋田,2017,aki,,9,3,0,471,13,10,3,2,39,9,20,23,0,2,0,0,40,7,162,5.6%,49.3%,(11.1%),(66.2%),(0.0%),(69.2%),(66.7%),(70.0%),16,8,0,451,14,9,2,9,20,15,19,30,3,3,1,0,37,12,160,10.0%,50.7%,(18.8%),(65.2%),(14.3%),(80.0%),(33.3%),(84.2%),,,,,,
101,4,0402,盛岡,1-0,H,Ａ‐スタ,晴,ブラウブリッツ秋田,2017,aki,,9,4,0,299,16,19,0,6,40,13,31,32,3,4,1,0,30,13,156,5.8%,46%,(11.1%),(55.9%),(31.3%),(62.5%),(30.8%),(74.2%),6,0,0,430,6,8,4,2,44,12,39,43,2,0,1,0,32,7,156,3.8%,54%,(0.0%),(67.0%),(33.3%),(88.6%),(50.0%),(74.4%),,,,,,
102,5,0416,鳥取,3-1,H,Ａ‐スタ,曇,ブラウブリッツ秋田,2017,aki,,13,7,0,312,12,11,3,5,16,9,32,29,3,4,1,0,33,15,139,9.4%,37.8%,(23.1%),(59.0%),(33.3%),(87.5%),(88.9%),(78.1%),10,3,0,674,9,10,4,4,43,10,20,9,0,3,0,0,44,5,150,6.7%,62.2%,(10.0%),(78.6%),(22.2%),(88.4%),(60.0%),(75.0%),,,,,,
103,6,0430,琉球,6-1,A,沖縄県陸,晴,ブラウブリッツ秋田,2017,aki,,15,4,0,665,17,8,4,6,32,21,19,14,4,1,1,0,58,17,136,11.0%,61.9%,(6.7%),(82.3%),(11.8%),(56.3%),(61.9%),(84.2%),11,6,1,301,9,11,0,2,24,7,30,35,3,4,0,0,32,15,123,8.9%,38.1%,(54.5%),(64.5%),(44.4%),(75.0%),(14.3%),(66.7%),,,,,,
104,7,0507,藤枝,3-0,H,秋田陸,晴,ブラウブリッツ秋田,2017,aki,,9,5,0,391,9,12,1,2,17,12,25,41,3,9,0,0,39,13,135,6.7%,43.9%,(33.3%),(65.0%),(11.1%),(76.5%),(50.0%),(88.0%),13,1,0,590,26,10,9,5,32,20,23,12,3,1,1,0,45,21,151,8.6%,56.1%,(0.0%),(75.4%),(30.8%),(78.1%),(70.0%),(69.6%),,,,,,
105,8,0514,福島,2-0,A,とうスタ,曇のち雨,ブラウブリッツ秋田,2017,aki,,13,2,0,400,18,7,4,4,50,8,14,30,1,1,1,0,32,8,159,8.2%,54%,(0.0%),(61.0%),(27.8%),(82.0%),(37.5%),(50.0%),14,4,1,277,14,11,1,2,37,11,15,35,0,3,0,0,26,11,148,9.5%,46%,(14.3%),(46.2%),(21.4%),(62.2%),(72.7%),(66.7%),,,,,,
106,9,0521,長野,0-0,H,Ａ‐スタ,晴,ブラウブリッツ秋田,2017,aki,,10,5,0,335,16,12,2,9,30,15,14,25,1,1,1,0,35,10,124,8.1%,50.1%,(0.0%),(64.2%),(12.5%),(66.7%),(53.3%),(71.4%),6,0,0,406,11,17,1,3,21,8,17,27,2,2,3,0,28,9,118,5.1%,49.9%,(0.0%),(66.5%),(9.1%),(71.4%),(25.0%),(76.5%),,,,,,
107,10,0528,鹿児島,1-0,H,秋田陸,曇,ブラウブリッツ秋田,2017,aki,,12,7,0,363,6,15,2,5,28,10,20,27,0,4,0,0,34,12,137,8.8%,52.7%,(8.3%),(64.5%),(16.7%),(71.4%),(40.0%),(80.0%),13,2,0,320,18,12,4,2,27,13,20,27,0,2,1,0,27,12,127,10.2%,47.3%,(0.0%),(64.4%),(11.1%),(66.7%),(53.8%),(75.0%),,,,,,
108,11,0604,栃木,1-0,A,栃木グ,晴,ブラウブリッツ秋田,2017,aki,,18,4,0,312,21,11,0,6,42,17,15,22,2,0,1,0,33,21,135,13.3%,45.1%,(0.0%),(65.4%),(33.3%),(69.0%),(41.2%),(93.3%),8,2,0,392,10,14,0,3,19,10,28,41,2,0,0,0,32,18,123,6.5%,54.9%,(12.5%),(70.7%),(0.0%),(68.4%),(40.0%),(89.3%),,,,,,
109,12,0611,富山,1-1,H,Ａ‐スタ,晴,ブラウブリッツ秋田,2017,aki,,10,3,0,366,15,9,2,2,20,10,17,21,4,3,0,0,37,12,130,7.7%,46.6%,(10.0%),(65.3%),(26.7%),(65.0%),(80.0%),(82.4%),12,6,0,486,18,15,3,5,28,11,15,25,1,1,3,0,37,14,137,8.8%,53.4%,(8.3%),(72.0%),(27.8%),(89.3%),(63.6%),(73.3%),,,,,,
110,13,0618,沼津,1-0,A,愛鷹,曇のち雨,ブラウブリッツ秋田,2017,aki,,11,3,0,478,7,11,0,1,33,14,23,26,3,0,3,1,32,12,144,7.6%,47%,(0.0%),(71.1%),(28.6%),(78.8%),(14.3%),(73.9%),9,2,0,520,10,15,0,1,22,13,22,29,4,0,0,0,58,12,137,6.6%,53%,(11.1%),(77.3%),(40.0%),(63.6%),(30.8%),(77.3%),,,,,,
111,14,0625,相模原,1-0,H,Ａ‐スタ,曇,ブラウブリッツ秋田,2017,aki,,6,1,1,365,12,8,1,6,26,12,7,42,0,3,0,0,34,5,137,4.4%,53.3%,(16.7%),(61.6%),(8.3%),(53.8%),(25.0%),(85.7%),15,2,0,399,15,15,4,3,27,10,23,27,3,1,2,0,34,15,137,10.9%,46.7%,(0.0%),(60.2%),(26.7%),(70.4%),(40.0%),(69.6%),,,,,,
112,15,0701,Ｆ東23,1-1,A,味フィ西,曇,ブラウブリッツ秋田,2017,aki,,19,6,0,524,11,5,2,5,23,20,21,15,2,1,0,0,39,9,126,15.1%,51.1%,(5.3%),(75.6%),(18.2%),(91.3%),(70.0%),(81.0%),7,2,0,395,8,8,1,3,30,13,25,25,6,2,1,0,29,7,122,5.7%,48.9%,(14.3%),(70.6%),(25.0%),(73.3%),(23.1%),(80.0%),,,,,,
113,16,0709,YS横浜,4-3,H,Ａ‐スタ,晴,ブラウブリッツ秋田,2017,aki,,10,5,0,347,13,9,2,3,22,9,19,48,5,2,1,0,27,13,117,8.5%,46.7%,(40.0%),(72.0%),(15.4%),(72.7%),(66.7%),(63.2%),9,5,0,487,15,9,2,8,25,15,11,16,1,2,1,0,40,10,127,7.1%,53.3%,(33.3%),(76.2%),(6.7%),(84.0%),(53.3%),(72.7%),,,,,,
114,17,0715,Ｇ大23,1-2,A,万博,晴,ブラウブリッツ秋田,2017,aki,,9,4,0,385,9,9,3,1,17,9,22,29,4,1,1,0,25,8,117,7.7%,45.8%,(22.2%),(71.4%),(22.2%),(70.6%),(88.9%),(81.8%),22,11,2,474,16,10,1,4,36,12,16,9,2,2,1,0,47,18,129,17.1%,54.2%,(4.5%),(73.8%),(18.8%),(75.0%),(50.0%),(75.0%),,,,,,
115,18,0723,沼津,0-2,H,Ａ‐スタ,曇,ブラウブリッツ秋田,2017,aki,,11,3,0,456,19,14,2,3,31,11,13,13,3,2,0,0,43,13,135,8.1%,55.8%,(0.0%),(68.6%),(10.5%),(71.0%),(54.5%),(53.8%),9,3,0,365,14,8,2,5,20,8,23,36,2,2,1,0,27,12,130,6.9%,44.2%,(22.2%),(61.4%),(21.4%),(90.0%),(62.5%),(78.3%),,,,,,
116,20,0827,Ｇ大23,2-0,H,Ａ‐スタ,晴,ブラウブリッツ秋田,2017,aki,,15,3,0,316,15,10,0,6,17,9,27,24,6,3,0,0,34,16,120,12.5%,38.5%,(13.3%),(66.1%),(26.7%),(58.8%),(44.4%),(85.2%),16,4,0,673,9,12,4,6,35,19,14,20,3,0,0,0,56,12,141,11.3%,61.5%,(0.0%),(82.3%),(55.6%),(82.9%),(42.1%),(85.7%),,,,,,
117,21,0903,栃木,1-1,H,Ａ‐スタ,晴,ブラウブリッツ秋田,2017,aki,,9,3,0,458,10,10,2,0,24,7,30,30,5,0,1,0,40,10,131,6.9%,53.6%,(11.1%),(66.8%),(20.0%),(75.0%),(71.4%),(76.7%),13,3,0,406,17,11,0,4,36,13,16,25,3,2,1,0,37,17,143,9.1%,46.4%,(7.7%),(63.3%),(11.8%),(50.0%),(46.2%),(56.3%),,,,,,
118,22,0910,盛岡,3-1,A,いわスタ,曇のち晴,ブラウブリッツ秋田,2017,aki,,18,5,0,348,18,11,3,6,48,10,21,22,1,0,2,0,38,17,153,11.8%,44.2%,(5.6%),(53.7%),(11.1%),(75.0%),(50.0%),(90.5%),12,3,0,397,12,11,0,2,41,16,16,46,0,3,0,0,38,12,152,7.9%,55.8%,(25.0%),(63.0%),(16.7%),(78.0%),(56.3%),(81.3%),,,,,,
119,23,0917,YS横浜,1-2,A,ニッパツ,雨,ブラウブリッツ秋田,2017,aki,,14,6,0,507,11,10,5,6,35,10,18,24,5,3,1,0,42,9,161,8.7%,56.7%,(14.3%),(68.2%),(0.0%),(80.0%),(40.0%),(66.7%),15,6,0,340,11,11,3,2,25,9,20,30,6,5,0,0,34,11,149,10.1%,43.3%,(6.7%),(52.9%),(27.3%),(88.0%),(44.4%),(85.0%),,,,,,
