,年月日,キックオフ時刻,スタジアム,入場者数,天候,気温,湿度,H_team,H_監督,A_team,A_監督,H_ポジション1,H_選手1,H_ポジション2,H_選手2,H_ポジション3,H_選手3,H_ポジション4,H_選手4,H_ポジション5,H_選手5,H_ポジション6,H_選手6,H_ポジション7,H_選手7,H_ポジション8,H_選手8,H_ポジション9,H_選手9,H_ポジション10,H_選手10,H_ポジション11,H_選手11,A_ポジション1,A_選手1,A_ポジション2,A_選手2,A_ポジション3,A_選手3,A_ポジション4,A_選手4,A_ポジション5,A_選手5,A_ポジション6,A_選手6,A_ポジション7,A_選手7,A_ポジション8,A_選手8,A_ポジション9,A_選手9,A_ポジション10,A_選手10,A_ポジション11,A_選手11,url
19179,20170520,14:04,ヤマハスタジアム（磐田）,"13,470  人",晴,25.8,48,ジュビロ磐田,名波　浩,柏レイソル,下平　隆宏,GK,カミンスキー,DF,大井　健太郎,DF,櫻内　渚,DF,森下　俊,DF,高橋　祥平,MF,ムサエフ,MF,中村　俊輔,MF,宮崎　智彦,MF,アダイウトン,MF,川辺　駿,FW,川又　堅碁,GK,中村　航輔,DF,小池　龍太,DF,鎌田　次郎,DF,中谷　進之介,DF,輪湖　直樹,MF,大谷　秀和,MF,手塚　康平,MF,中川　寛斗,FW,武富　孝介,FW,クリスティアーノ,FW,伊東　純也,https://data.j-league.or.jp/SFMS02/?match_card_id=19179
19180,20170520,16:03,ＮＡＣＫ５スタジアム大宮,"11,823  人",晴,30.3,35,大宮アルディージャ,渋谷　洋樹,セレッソ大阪,尹　晶煥,GK,塩田　仁史,DF,渡部　大輔,DF,山越　康平,DF,菊地　光将,DF,和田　拓也,MF,金澤　慎,MF,茨田　陽生,MF,マテウス,MF,大前　元紀,FW,江坂　任,FW,瀬川　祐輔,GK,キム　ジンヒョン,DF,松田　陸,DF,丸橋　祐介,DF,マテイ　ヨニッチ,DF,山下　達也,MF,ソウザ,MF,山口　蛍,MF,山村　和也,MF,清武　弘嗣,FW,柿谷　曜一朗,FW,杉本　健勇,https://data.j-league.or.jp/SFMS02/?match_card_id=19180
19181,20170520,19:03,市立吹田サッカースタジアム,"21,366  人",晴,24.1,37,ガンバ大阪,長谷川　健太,サガン鳥栖,マッシモ　フィッカデンティ,GK,東口　順昭,DF,オ　ジェソク,DF,三浦　弦太,DF,ファビオ,DF,藤春　廣輝,MF,井手口　陽介,MF,遠藤　保仁,MF,藤本　淳吾,MF,倉田　秋,FW,長沢　駿,FW,赤﨑　秀平,GK,権田　修一,DF,小林　祐三,DF,キム　ミンヒョク,DF,フランコ　スブットーニ,DF,吉田　豊,MF,原川　力,MF,高橋　義希,MF,福田　晃斗,MF,鎌田　大地,FW,小野　裕二,FW,趙　東建,https://data.j-league.or.jp/SFMS02/?match_card_id=19181
19182,20170520,19:04,ノエビアスタジアム神戸,"24,814  人",晴,22.0,71,ヴィッセル神戸,ネルシーニョ,ＦＣ東京,篠田　善之,GK,キム　スンギュ,DF,高橋　峻希,DF,岩波　拓也,DF,伊野波　雅彦,DF,橋本　和,MF,ニウトン,MF,高橋　秀人,MF,松下　佳貴,FW,中坂　勇哉,FW,渡邉　千真,FW,大森　晃太郎,GK,林　彰洋,DF,室屋　成,DF,森重　真人,DF,丸山　祐市,DF,太田　宏介,MF,田邉　草民,MF,髙萩　洋次郎,MF,永井　謙佑,MF,大久保　嘉人,MF,東　慶悟,FW,前田　遼一,https://data.j-league.or.jp/SFMS02/?match_card_id=19182
19183,20170527,14:03,ＩＡＩスタジアム日本平,"12,865  人",晴,25.2,47,清水エスパルス,小林　伸二,横浜Ｆ・マリノス,エリク　モンバエルツ,GK,六反　勇治,DF,鎌田　翔雅,DF,フレイレ,DF,角田　誠,DF,松原　后,MF,六平　光成,MF,竹内　涼,MF,ミッチェル　デューク,MF,白崎　凌兵,MF,チアゴ　アウベス,FW,鄭　大世,GK,飯倉　大樹,DF,松原　健,DF,中澤　佑二,DF,ミロシュ　デゲネク,DF,金井　貢史,MF,喜田　拓也,MF,扇原　貴宏,MF,前田　直輝,MF,天野　純,MF,マルティノス,FW,伊藤　翔,https://data.j-league.or.jp/SFMS02/?match_card_id=19183
19184,20170527,14:05,エディオンスタジアム広島,"13,008  人",晴,24.3,52,サンフレッチェ広島,森保　一,ジュビロ磐田,名波　浩,GK,林　卓人,DF,塩谷　司,DF,野上　結貴,DF,水本　裕貴,MF,ミキッチ,MF,青山　敏弘,MF,森﨑　和幸,MF,柏　好文,MF,アンデルソン　ロペス,MF,柴﨑　晃誠,FW,皆川　佑介,GK,カミンスキー,DF,中村　太亮,DF,大井　健太郎,DF,櫻内　渚,DF,小川　大貴,DF,高橋　祥平,MF,上田　康太,MF,ムサエフ,MF,アダイウトン,MF,松井　大輔,FW,川又　堅碁,https://data.j-league.or.jp/SFMS02/?match_card_id=19184
19185,20170527,15:03,日立柏サッカー場,"10,807  人",曇のち晴,25.0,57,柏レイソル,下平　隆宏,大宮アルディージャ,渋谷　洋樹,GK,中村　航輔,DF,小池　龍太,DF,中谷　進之介,DF,鎌田　次郎,DF,輪湖　直樹,MF,大谷　秀和,MF,手塚　康平,MF,中川　寛斗,FW,武富　孝介,FW,クリスティアーノ,FW,伊東　純也,GK,塩田　仁史,DF,渡部　大輔,DF,山越　康平,DF,河本　裕之,DF,和田　拓也,MF,金澤　慎,MF,茨田　陽生,MF,マテウス,MF,瀬川　祐輔,FW,江坂　任,FW,ネイツ　ペチュニク,https://data.j-league.or.jp/SFMS02/?match_card_id=19185
19186,20170527,19:04,ベストアメニティスタジアム,"14,416  人",晴,22.8,46,サガン鳥栖,マッシモ　フィッカデンティ,北海道コンサドーレ札幌,四方田　修平,GK,権田　修一,DF,小林　祐三,DF,キム　ミンヒョク,DF,青木　剛,DF,吉田　豊,MF,福田　晃斗,MF,高橋　義希,MF,原川　力,MF,鎌田　大地,FW,趙　東建,FW,豊田　陽平,GK,ク　ソンユン,DF,横山　知伸,DF,河合　竜二,DF,福森　晃斗,MF,早坂　良太,MF,荒野　拓馬,MF,宮澤　裕樹,MF,兵藤　慎剛,MF,菅　大輝,FW,金園　英学,FW,都倉　賢,https://data.j-league.or.jp/SFMS02/?match_card_id=19186
19187,20170705,19:03,等々力陸上競技場,"22,561  人",曇,27.6,80,川崎フロンターレ,鬼木　達,浦和レッズ,ペトロヴィッチ,GK,チョン　ソンリョン,DF,エウシーニョ,DF,谷口　彰悟,DF,エドゥアルド,DF,車屋　紳太郎,MF,エドゥアルド　ネット,MF,大島　僚太,MF,中村　憲剛,MF,阿部　浩之,MF,登里　享平,FW,小林　悠,GK,西川　周作,DF,森脇　良太,DF,遠藤　航,DF,槙野　智章,MF,関根　貴大,MF,駒井　善成,MF,阿部　勇樹,MF,宇賀神　友弥,MF,柏木　陽介,MF,興梠　慎三,FW,ラファエル　シルバ,https://data.j-league.or.jp/SFMS02/?match_card_id=19187
19188,20170705,19:03,市立吹田サッカースタジアム,"18,626  人",曇,25.1,64,ガンバ大阪,長谷川　健太,鹿島アントラーズ,大岩　剛,GK,東口　順昭,DF,オ　ジェソク,DF,三浦　弦太,DF,ファビオ,DF,藤春　廣輝,MF,井手口　陽介,MF,今野　泰幸,MF,倉田　秋,MF,藤本　淳吾,FW,アデミウソン,FW,長沢　駿,GK,曽ヶ端　準,DF,西　大伍,DF,三竿　健斗,DF,昌子　源,DF,山本　脩斗,MF,レオ　シルバ,MF,小笠原　満男,MF,遠藤　康,MF,中村　充孝,FW,ペドロ　ジュニオール,FW,金崎　夢生,https://data.j-league.or.jp/SFMS02/?match_card_id=19188
19189,20170528,13:04,ユアテックスタジアム仙台,"14,259  人",晴,23.8,47,ベガルタ仙台,渡邉　晋,アルビレックス新潟,呂比須　ワグナー,GK,シュミット　ダニエル,DF,蜂須賀　孝治,DF,大岩　一貴,DF,平岡　康裕,DF,増嶋　竜也,MF,富田　晋伍,MF,三田　啓貴,MF,梁　勇基,MF,永戸　勝也,FW,奥埜　博亮,FW,石原　直樹,GK,大谷　幸輝,DF,川口　尚紀,DF,富澤　清太郎,DF,ソン　ジュフン,DF,堀米　悠斗,MF,ロメロ　フランク,MF,小泉　慶,MF,ホニ,MF,チアゴ　ガリャルド,MF,山崎　亮平,FW,鈴木　武蔵,https://data.j-league.or.jp/SFMS02/?match_card_id=19189
19190,20170528,16:04,味の素スタジアム,"18,953  人",晴,24.1,58,ＦＣ東京,篠田　善之,ヴァンフォーレ甲府,吉田　達磨,GK,林　彰洋,DF,室屋　成,DF,森重　真人,DF,丸山　祐市,DF,太田　宏介,MF,髙萩　洋次郎,MF,田邉　草民,MF,永井　謙佑,MF,大久保　嘉人,MF,東　慶悟,FW,ピーター　ウタカ,GK,岡　大生,DF,新里　亮,DF,山本　英臣,DF,エデル　リマ,MF,小出　悠太,MF,小椋　祥平,MF,堀米　勇輝,MF,島川　俊郎,MF,田中　佑昌,MF,阿部　翔平,FW,ウイルソン,https://data.j-league.or.jp/SFMS02/?match_card_id=19190
19191,20170528,17:03,ノエビアスタジアム神戸,"20,391  人",晴,22.8,52,ヴィッセル神戸,ネルシーニョ,セレッソ大阪,尹　晶煥,GK,キム　スンギュ,DF,伊野波　雅彦,DF,岩波　拓也,DF,渡部　博文,DF,松下　佳貴,MF,ニウトン,MF,高橋　秀人,MF,中坂　勇哉,MF,大森　晃太郎,FW,小川　慶治朗,FW,渡邉　千真,GK,キム　ジンヒョン,DF,松田　陸,DF,丸橋　祐介,DF,マテイ　ヨニッチ,DF,山下　達也,MF,ソウザ,MF,山口　蛍,MF,山村　和也,MF,清武　弘嗣,FW,柿谷　曜一朗,FW,杉本　健勇,https://data.j-league.or.jp/SFMS02/?match_card_id=19191
19192,20170604,13:03,札幌ドーム,"12,644  人",屋内,22.6,53,北海道コンサドーレ札幌,四方田　修平,ヴィッセル神戸,ネルシーニョ,GK,ク　ソンユン,DF,横山　知伸,DF,河合　竜二,DF,福森　晃斗,MF,早坂　良太,MF,宮澤　裕樹,MF,荒野　拓馬,MF,兵藤　慎剛,MF,菅　大輝,FW,都倉　賢,FW,ジュリーニョ,GK,キム　スンギュ,DF,藤谷　壮,DF,北本　久仁衛,DF,渡部　博文,DF,松下　佳貴,MF,三原　雅俊,MF,ニウトン,MF,小川　慶治朗,MF,大森　晃太郎,FW,田中　順也,FW,渡邉　千真,https://data.j-league.or.jp/SFMS02/?match_card_id=19192
19193,20170604,13:03,ＩＡＩスタジアム日本平,"13,442  人",晴,23.2,55,清水エスパルス,小林　伸二,ＦＣ東京,篠田　善之,GK,六反　勇治,DF,鎌田　翔雅,DF,村松　大輔,DF,角田　誠,DF,松原　后,MF,六平　光成,MF,竹内　涼,MF,枝村　匠馬,MF,白崎　凌兵,MF,チアゴ　アウベス,FW,ミッチェル　デューク,GK,林　彰洋,DF,室屋　成,DF,森重　真人,DF,吉本　一謙,DF,太田　宏介,MF,髙萩　洋次郎,MF,橋本　拳人,MF,東　慶悟,MF,大久保　嘉人,MF,中島　翔哉,FW,前田　遼一,https://data.j-league.or.jp/SFMS02/?match_card_id=19193
19194,20170604,14:03,エディオンスタジアム広島,"15,781  人",晴,26.7,36,サンフレッチェ広島,森保　一,鹿島アントラーズ,大岩　剛,GK,林　卓人,DF,塩谷　司,DF,千葉　和彦,DF,水本　裕貴,MF,ミキッチ,MF,野上　結貴,MF,青山　敏弘,MF,柏　好文,MF,アンデルソン　ロペス,MF,柴﨑　晃誠,FW,皆川　佑介,GK,クォン　スンテ,DF,伊東　幸敏,DF,植田　直通,DF,昌子　源,DF,山本　脩斗,MF,三竿　健斗,MF,永木　亮太,MF,レアンドロ,MF,中村　充孝,FW,土居　聖真,FW,鈴木　優磨,https://data.j-league.or.jp/SFMS02/?match_card_id=19194
19195,20170604,15:03,ユアテックスタジアム仙台,"13,107  人",晴,20.0,42,ベガルタ仙台,渡邉　晋,ヴァンフォーレ甲府,吉田　達磨,GK,シュミット　ダニエル,DF,蜂須賀　孝治,DF,大岩　一貴,DF,平岡　康裕,DF,増嶋　竜也,MF,富田　晋伍,MF,奥埜　博亮,MF,西村　拓真,MF,永戸　勝也,FW,石原　直樹,FW,クリスラン,GK,岡　大生,DF,新井　涼平,DF,山本　英臣,DF,エデル　リマ,MF,松橋　優,MF,小椋　祥平,MF,兵働　昭弘,MF,堀米　勇輝,MF,田中　佑昌,MF,阿部　翔平,FW,ウイルソン,https://data.j-league.or.jp/SFMS02/?match_card_id=19195
19196,20170604,15:03,ヤマハスタジアム（磐田）,"13,953  人",晴,27.2,30,ジュビロ磐田,名波　浩,ガンバ大阪,長谷川　健太,GK,カミンスキー,DF,大井　健太郎,DF,櫻内　渚,DF,小川　大貴,DF,森下　俊,DF,高橋　祥平,MF,ムサエフ,MF,中村　俊輔,MF,アダイウトン,MF,川辺　駿,FW,川又　堅碁,GK,東口　順昭,DF,オ　ジェソク,DF,三浦　弦太,DF,ファビオ,DF,藤春　廣輝,MF,井手口　陽介,MF,遠藤　保仁,MF,藤本　淳吾,MF,倉田　秋,FW,長沢　駿,FW,赤﨑　秀平,https://data.j-league.or.jp/SFMS02/?match_card_id=19196
19197,20170604,15:03,キンチョウスタジアム,"13,363  人",晴,30.5,20,セレッソ大阪,尹　晶煥,アルビレックス新潟,呂比須　ワグナー,GK,キム　ジンヒョン,DF,田中　裕介,DF,丸橋　祐介,DF,マテイ　ヨニッチ,DF,山下　達也,MF,ソウザ,MF,山口　蛍,MF,水沼　宏太,MF,山村　和也,FW,柿谷　曜一朗,FW,杉本　健勇,GK,守田　達弥,DF,川口　尚紀,DF,富澤　清太郎,DF,ソン　ジュフン,DF,堀米　悠斗,MF,原　輝綺,MF,小泉　慶,MF,ホニ,MF,チアゴ　ガリャルド,MF,鈴木　武蔵,FW,山崎　亮平,https://data.j-league.or.jp/SFMS02/?match_card_id=19197
19198,20170604,16:03,ＮＡＣＫ５スタジアム大宮,"11,631  人",晴,24.7,26,大宮アルディージャ,伊藤　彰,サガン鳥栖,マッシモ　フィッカデンティ,GK,松井　謙弥,DF,和田　拓也,DF,高山　和真,DF,河本　裕之,DF,奥井　諒,MF,長谷川　アーリアジャスール,MF,茨田　陽生,MF,横谷　繁,MF,岩上　祐三,FW,清水　慎太郎,FW,江坂　任,GK,権田　修一,DF,小林　祐三,DF,キム　ミンヒョク,DF,青木　剛,DF,吉田　豊,MF,福田　晃斗,MF,高橋　義希,MF,原川　力,MF,鎌田　大地,FW,趙　東建,FW,豊田　陽平,https://data.j-league.or.jp/SFMS02/?match_card_id=19198
19199,20170604,17:03,日産スタジアム,"42,483  人",晴,22.7,41,横浜Ｆ・マリノス,エリク　モンバエルツ,川崎フロンターレ,鬼木　達,GK,飯倉　大樹,DF,松原　健,DF,中澤　佑二,DF,ミロシュ　デゲネク,DF,金井　貢史,MF,中町　公祐,MF,扇原　貴宏,MF,齋藤　学,MF,天野　純,MF,マルティノス,FW,ウーゴ　ヴィエイラ,GK,チョン　ソンリョン,DF,田坂　祐介,DF,奈良　竜樹,DF,谷口　彰悟,DF,車屋　紳太郎,MF,エドゥアルド　ネット,MF,中村　憲剛,MF,阿部　浩之,MF,家長　昭博,MF,長谷川　竜也,FW,小林　悠,https://data.j-league.or.jp/SFMS02/?match_card_id=19199
19200,20170604,19:04,日立柏サッカー場,"14,096  人",曇,23.2,54,柏レイソル,下平　隆宏,浦和レッズ,ペトロヴィッチ,GK,中村　航輔,DF,小池　龍太,DF,中谷　進之介,DF,中山　雄太,DF,輪湖　直樹,MF,大谷　秀和,MF,手塚　康平,MF,中川　寛斗,FW,武富　孝介,FW,クリスティアーノ,FW,伊東　純也,GK,西川　周作,DF,森脇　良太,DF,遠藤　航,DF,槙野　智章,MF,関根　貴大,MF,柏木　陽介,MF,阿部　勇樹,MF,宇賀神　友弥,MF,李　忠成,MF,高木　俊幸,FW,興梠　慎三,https://data.j-league.or.jp/SFMS02/?match_card_id=19200
19201,20170617,18:33,県立カシマサッカースタジアム,"20,826  人",晴,20.1,90,鹿島アントラーズ,大岩　剛,北海道コンサドーレ札幌,四方田　修平,GK,曽ヶ端　準,DF,西　大伍,DF,植田　直通,DF,昌子　源,DF,山本　脩斗,MF,三竿　健斗,MF,小笠原　満男,MF,レアンドロ,MF,中村　充孝,FW,ペドロ　ジュニオール,FW,土居　聖真,GK,ク　ソンユン,DF,キム　ミンテ,DF,河合　竜二,DF,福森　晃斗,MF,マセード,MF,宮澤　裕樹,MF,荒野　拓馬,MF,兵藤　慎剛,MF,早坂　良太,FW,都倉　賢,FW,ジュリーニョ,https://data.j-league.or.jp/SFMS02/?match_card_id=19201
19202,20170617,19:03,等々力陸上競技場,"23,209  人",晴,23.0,67,川崎フロンターレ,鬼木　達,サンフレッチェ広島,森保　一,GK,チョン　ソンリョン,DF,登里　享平,DF,谷口　彰悟,DF,エドゥアルド,DF,車屋　紳太郎,MF,エドゥアルド　ネット,MF,大島　僚太,MF,中村　憲剛,MF,エウシーニョ,MF,阿部　浩之,FW,小林　悠,GK,林　卓人,DF,野上　結貴,DF,千葉　和彦,DF,水本　裕貴,MF,ミキッチ,MF,青山　敏弘,MF,丸谷　拓也,MF,柏　好文,MF,アンデルソン　ロペス,MF,柴﨑　晃誠,FW,皆川　佑介,https://data.j-league.or.jp/SFMS02/?match_card_id=19202
19203,20170617,19:04,山梨中銀スタジアム,"10,566  人",晴,25.2,54,ヴァンフォーレ甲府,吉田　達磨,柏レイソル,下平　隆宏,GK,岡　大生,DF,新里　亮,DF,畑尾　大翔,DF,エデル　リマ,MF,橋爪　勇樹,MF,新井　涼平,MF,兵働　昭弘,MF,オリヴァー　ボザニッチ,MF,松橋　優,FW,ウイルソン,FW,ドゥドゥ,GK,中村　航輔,DF,小池　龍太,DF,中谷　進之介,DF,中山　雄太,DF,輪湖　直樹,MF,大谷　秀和,MF,手塚　康平,MF,中川　寛斗,FW,武富　孝介,FW,クリスティアーノ,FW,伊東　純也,https://data.j-league.or.jp/SFMS02/?match_card_id=19203
19204,20170617,19:03,デンカビッグスワンスタジアム,"27,605  人",曇,20.6,63,アルビレックス新潟,呂比須　ワグナー,大宮アルディージャ,伊藤　彰,GK,川浪　吾郎,DF,原　輝綺,DF,富澤　清太郎,DF,ソン　ジュフン,DF,堀米　悠斗,MF,小泉　慶,MF,ロメロ　フランク,MF,矢野　貴章,MF,チアゴ　ガリャルド,MF,ホニ,FW,山崎　亮平,GK,松井　謙弥,DF,和田　拓也,DF,高山　和真,DF,河本　裕之,DF,渡部　大輔,MF,大山　啓輔,MF,茨田　陽生,MF,横谷　繁,MF,岩上　祐三,FW,大前　元紀,FW,江坂　任,https://data.j-league.or.jp/SFMS02/?match_card_id=19204
19205,20170617,19:03,ヤンマースタジアム長居,"22,737  人",曇,22.9,64,セレッソ大阪,尹　晶煥,清水エスパルス,小林　伸二,GK,キム　ジンヒョン,DF,松田　陸,DF,丸橋　祐介,DF,マテイ　ヨニッチ,DF,山下　達也,MF,山口　蛍,MF,木本　恭生,MF,水沼　宏太,MF,山村　和也,FW,柿谷　曜一朗,FW,杉本　健勇,GK,六反　勇治,DF,鎌田　翔雅,DF,カヌ,DF,二見　宏志,DF,松原　后,MF,六平　光成,MF,竹内　涼,MF,枝村　匠馬,MF,ミッチェル　デューク,MF,チアゴ　アウベス,FW,鄭　大世,https://data.j-league.or.jp/SFMS02/?match_card_id=19205
19206,20170617,19:03,ノエビアスタジアム神戸,"24,522  人",晴,22.5,67,ヴィッセル神戸,ネルシーニョ,ガンバ大阪,長谷川　健太,GK,キム　スンギュ,DF,藤谷　壮,DF,北本　久仁衛,DF,渡部　博文,DF,松下　佳貴,MF,ニウトン,MF,三原　雅俊,MF,小川　慶治朗,MF,大森　晃太郎,FW,田中　順也,FW,渡邉　千真,GK,東口　順昭,DF,オ　ジェソク,DF,三浦　弦太,DF,ファビオ,DF,藤春　廣輝,MF,今野　泰幸,MF,遠藤　保仁,MF,堂安　律,MF,初瀬　亮,MF,倉田　秋,FW,パトリック,https://data.j-league.or.jp/SFMS02/?match_card_id=19206
19207,20170617,19:04,ベストアメニティスタジアム,"10,265  人",晴,25.1,46,サガン鳥栖,マッシモ　フィッカデンティ,ベガルタ仙台,渡邉　晋,GK,権田　修一,DF,小林　祐三,DF,キム　ミンヒョク,DF,青木　剛,DF,吉田　豊,MF,原川　力,MF,高橋　義希,MF,福田　晃斗,MF,鎌田　大地,FW,富山　貴光,FW,豊田　陽平,GK,シュミット　ダニエル,DF,蜂須賀　孝治,DF,大岩　一貴,DF,平岡　康裕,DF,増嶋　竜也,MF,富田　晋伍,MF,三田　啓貴,MF,奥埜　博亮,MF,永戸　勝也,FW,石原　直樹,FW,西村　拓真,https://data.j-league.or.jp/SFMS02/?match_card_id=19207
19208,20170618,18:04,味の素スタジアム,"23,282  人",曇のち雨,20.8,89,ＦＣ東京,篠田　善之,横浜Ｆ・マリノス,エリク　モンバエルツ,GK,林　彰洋,DF,室屋　成,DF,森重　真人,DF,吉本　一謙,DF,太田　宏介,MF,橋本　拳人,MF,髙萩　洋次郎,MF,東　慶悟,MF,大久保　嘉人,MF,中島　翔哉,FW,ピーター　ウタカ,GK,飯倉　大樹,DF,金井　貢史,DF,栗原　勇蔵,DF,中澤　佑二,DF,山中　亮輔,MF,中町　公祐,MF,扇原　貴宏,MF,齋藤　学,MF,天野　純,MF,マルティノス,FW,ウーゴ　ヴィエイラ,https://data.j-league.or.jp/SFMS02/?match_card_id=19208
19209,20170618,18:33,埼玉スタジアム２００２,"34,766  人",雨,21.9,68,浦和レッズ,ペトロヴィッチ,ジュビロ磐田,名波　浩,GK,西川　周作,DF,森脇　良太,DF,遠藤　航,DF,槙野　智章,MF,関根　貴大,MF,柏木　陽介,MF,阿部　勇樹,MF,宇賀神　友弥,MF,李　忠成,MF,武藤　雄樹,FW,興梠　慎三,GK,カミンスキー,DF,大井　健太郎,DF,櫻内　渚,DF,森下　俊,DF,高橋　祥平,MF,ムサエフ,MF,宮崎　智彦,MF,アダイウトン,MF,松井　大輔,MF,川辺　駿,FW,川又　堅碁,https://data.j-league.or.jp/SFMS02/?match_card_id=19209
